geneid,score,index_i
enhancers::chr12:56540000-56541800::NA::NA,0.60102654,3724
enhancers::chr12:56557600-56558400::NA::NA,0.6043177,3725
enhancers::chr12:56559000-56559800::NA::NA,0.6035021,3726
enhancers::chr12:56561200-56562000::NA::NA,0.6035021,3727
enhancers::chr12:56578400-56579000::NA::NA,0.6028019,3728
enhancers::chr12:56606200-56606800::NA::NA,0.6147546,3730
enhancers::chr12:56630200-56633200::NA::NA,0.595457,3733
enhancers::chr12:56664800-56667400::NA::NA,0.61472434,3735
enhancers::chr12:56714800-56716000::NA::NA,0.66055256,3737
enhancers::chr12:56724800-56725400::NA::NA,0.66175187,3738
enhancers::chr12:56729400-56735800::NA::NA,0.66603947,3739
enhancers::chr12:56744600-56745200::NA::NA,0.6623604,3740
enhancers::chr12:56770200-56773000::NA::NA,0.6187585,3743
enhancers::chr12:56779800-56781600::NA::NA,0.622926,3744
enhancers::chr12:57064400-57066000::NA::NA,0.5600296,3750
enhancers::chr12:57107600-57108600::NA::NA,0.5560753,3751
enhancers::chr12:57161400-57163200::NA::NA,0.6162297,3753
enhancers::chr12:57170000-57173400::NA::NA,0.55785036,3754
enhancers::chr12:57174200-57176600::NA::NA,0.55785036,3755
enhancers::chr12:57626200-57633800::NA::NA,0.58739936,3765
enhancers::chr12:57662000-57662800::NA::NA,0.5887819,3767
enhancers::chr12:57923400-57924200::NA::NA,0.6493147,3772
enhancers::chr12:57930600-57934200::NA::NA,0.67099684,3773
enhancers::chr12:58204200-58205000::NA::NA,0.59418577,3775
enhancers::chr12:6373200-6374600::NA::NA,0.5668145,3819
enhancers::chr12:68321200-68323200::NA::NA,0.666718,3884
enhancers::chr12:6996000-6997600::NA::NA,0.6201215,3924
enhancers::chr12:70304000-70304800::NA::NA,0.9994267,3933
enhancers::chr12:70992200-70993200::NA::NA,0.78966147,3942
enhancers::chr12:9570800-9571400::NA::NA,0.7977821,4335
enhancers::chr13:100612800-100615000::NA::NA,0.83565587,4412
enhancers::chr13:114112600-114113600::NA::NA,0.8037403,4519
enhancers::chr13:115033600-115034200::NA::NA,0.96782506,4532
enhancers::chr14:106095400-106096400::NA::NA,0.9587502,5269
enhancers::chr14:106172200-106173000::NA::NA,0.99830556,5273
enhancers::chr14:106178000-106178600::NA::NA,0.99030346,5274
enhancers::chr14:106321400-106328800::NA::NA,0.99926895,5277
enhancers::chr14:106364800-106369200::NA::NA,0.9216853,5278
enhancers::chr14:106370200-106371000::NA::NA,0.7804234,5279
enhancers::chr14:106455800-106456400::NA::NA,0.99729,5283
enhancers::chr14:106589200-106591400::NA::NA,0.9659178,5291
enhancers::chr14:106757200-106758400::NA::NA,0.9984224,5297
enhancers::chr14:20730000-20731200::NA::NA,0.9835527,5304
enhancers::chr14:20856000-20856600::NA::NA,0.8607619,5308
enhancers::chr14:21820000-21821200::NA::NA,0.55501246,5326
enhancers::chr14:23713600-23715600::NA::NA,0.56664777,5372
enhancers::chr14:24195200-24196000::NA::NA,0.9029468,5380
enhancers::chr14:29348600-29349200::NA::NA,0.98451495,5413
enhancers::chr14:29823600-29825400::NA::NA,0.9976215,5414
enhancers::chr14:30673800-30674600::NA::NA,0.5862282,5419
enhancers::chr14:38874800-38875800::NA::NA,0.96983117,5522
enhancers::chr14:50848000-50849000::NA::NA,0.65024036,5576
enhancers::chr14:69291800-69293200::NA::NA,0.69997114,5838
enhancers::chr14:69351200-69353000::NA::NA,0.56874233,5842
enhancers::chr14:74607600-74609800::NA::NA,0.9744275,5883
enhancers::chr14:75964800-75965800::NA::NA,0.93259746,5910
enhancers::chr14:78698600-78699200::NA::NA,0.5889601,5945
enhancers::chr14:97536400-97537600::NA::NA,0.9861755,6077
enhancers::chr15:100824600-100826200::NA::NA,0.9602216,6108
enhancers::chr15:100978800-100980600::NA::NA,0.87845093,6109
enhancers::chr15:101602800-101606000::NA::NA,0.9989843,6112
enhancers::chr15:101702600-101703600::NA::NA,0.99913496,6114
enhancers::chr15:23008000-23010000::NA::NA,0.954572,6129
enhancers::chr15:34651200-34654400::NA::NA,0.6594405,6200
enhancers::chr15:56005600-56010200::NA::NA,0.6518675,6550
enhancers::chr15:76668400-76670600::NA::NA,0.9996414,6764
enhancers::chr15:77535000-77536200::NA::NA,0.88370794,6775
enhancers::chr15:86285200-86290200::NA::NA,0.99998677,6847
enhancers::chr15:89848400-89849000::NA::NA,0.5708936,6862
enhancers::chr15:89850200-89851200::NA::NA,0.56714666,6863
enhancers::chr15:89864600-89865400::NA::NA,0.57399094,6864
enhancers::chr15:89899200-89900600::NA::NA,0.60028505,6866
enhancers::chr15:89919000-89919600::NA::NA,0.60028505,6869
enhancers::chr15:90771000-90771800::NA::NA,0.9425034,6885
enhancers::chr15:99716000-99717800::NA::NA,0.5908502,6937
enhancers::chr16:11023600-11025600::NA::NA,0.57841134,6960
enhancers::chr16:11802400-11803000::NA::NA,0.564961,6977
enhancers::chr16:11867800-11868800::NA::NA,0.57090896,6982
enhancers::chr16:11971200-11971800::NA::NA,0.554414,6986
enhancers::chr16:19867200-19871400::NA::NA,0.92713284,7093
enhancers::chr16:20979200-20981400::NA::NA,0.77457947,7116
enhancers::chr16:2102400-2106000::NA::NA,0.79923224,7117
enhancers::chr16:22324400-22327000::NA::NA,0.9985845,7148
enhancers::chr16:24887600-24888200::NA::NA,0.68338007,7202
enhancers::chr16:26053000-26054600::NA::NA,0.9943731,7218
enhancers::chr16:54127000-54128000::NA::NA,0.812533,7471
enhancers::chr16:56908400-56909400::NA::NA,0.94997716,7511
enhancers::chr16:89713400-89714000::NA::NA,0.9993104,7899
enhancers::chr16:9424000-9424800::NA::NA,0.96476626,7927
enhancers::chr17:18170000-18171400::NA::NA,0.6186636,8033
enhancers::chr17:18183600-18185200::NA::NA,0.6085507,8034
enhancers::chr17:18204600-18205200::NA::NA,0.5607065,8035
enhancers::chr17:18227600-18229200::NA::NA,0.5831542,8037
enhancers::chr17:18752600-18754400::NA::NA,0.5658106,8042
enhancers::chr17:18780000-18780600::NA::NA,0.56974703,8044
enhancers::chr17:18825800-18826800::NA::NA,0.59666187,8046
enhancers::chr17:27155400-27156200::NA::NA,0.6358946,8120
enhancers::chr17:27415400-27420800::NA::NA,0.7797125,8132
enhancers::chr17:27900400-27907200::NA::NA,0.5805578,8146
enhancers::chr17:30629000-30632600::NA::NA,0.5960665,8181
enhancers::chr17:30701800-30702600::NA::NA,0.61114925,8183
enhancers::chr17:30778400-30779800::NA::NA,0.6022408,8184
enhancers::chr17:30805000-30805800::NA::NA,0.59559155,8185
enhancers::chr17:30917200-30918800::NA::NA,0.561508,8187
enhancers::chr17:30920000-30920600::NA::NA,0.561508,8188
enhancers::chr17:30929200-30930000::NA::NA,0.56134135,8189
enhancers::chr17:30947600-30950000::NA::NA,0.56542987,8190
enhancers::chr17:31068000-31069400::NA::NA,0.5683316,8192
enhancers::chr17:31081600-31082600::NA::NA,0.5650691,8193
enhancers::chr17:31096800-31098000::NA::NA,0.589192,8194
enhancers::chr17:33923600-33926200::NA::NA,0.5949615,8207
enhancers::chr17:33953800-33954800::NA::NA,0.5949615,8208
enhancers::chr17:33957200-33959000::NA::NA,0.59384817,8209
enhancers::chr17:33993200-33995000::NA::NA,0.57316005,8210
enhancers::chr17:34043000-34045000::NA::NA,0.5766175,8212
enhancers::chr17:34173000-34175000::NA::NA,0.6006514,8214
enhancers::chr17:35465000-35466600::NA::NA,0.57509977,8231
enhancers::chr17:35468200-35469200::NA::NA,0.57509977,8232
enhancers::chr17:35539600-35540400::NA::NA,0.6211125,8233
enhancers::chr17:35684200-35685000::NA::NA,0.637414,8235
enhancers::chr17:35732800-35733600::NA::NA,0.64493465,8236
enhancers::chr17:35783000-35783600::NA::NA,0.61857533,8238
enhancers::chr17:35806200-35807200::NA::NA,0.62840515,8239
enhancers::chr17:35813800-35815400::NA::NA,0.62840515,8240
enhancers::chr17:35825200-35827000::NA::NA,0.62840515,8241
enhancers::chr17:35970200-35971400::NA::NA,0.6100646,8244
enhancers::chr17:35989000-35989800::NA::NA,0.5697704,8245
enhancers::chr17:36017600-36018200::NA::NA,0.6214551,8246
enhancers::chr17:36622600-36630000::NA::NA,0.6392265,8252
enhancers::chr17:36764000-36766200::NA::NA,0.63952976,8255
enhancers::chr17:36924800-36925400::NA::NA,0.6935889,8259
enhancers::chr17:36934000-36934600::NA::NA,0.6935889,8260
enhancers::chr17:36942800-36943400::NA::NA,0.6939437,8261
enhancers::chr17:37722200-37727200::NA::NA,0.7382834,8285
enhancers::chr17:38788600-38789200::NA::NA,0.6879919,8305
enhancers::chr17:39238800-39239400::NA::NA,0.5943165,8310
enhancers::chr17:39523600-39524800::NA::NA,0.6251251,8316
enhancers::chr17:40029000-40029800::NA::NA,0.58063656,8322
enhancers::chr17:40716400-40718000::NA::NA,0.7553833,8357
enhancers::chr17:45710400-45713000::NA::NA,0.56225353,8430
enhancers::chr17:45911600-45914400::NA::NA,0.5804305,8435
enhancers::chr17:46001400-46003200::NA::NA,0.57978237,8436
enhancers::chr17:46058000-46061800::NA::NA,0.57441473,8439
enhancers::chr17:46138000-46139200::NA::NA,0.64380866,8440
enhancers::chr17:46148800-46149800::NA::NA,0.64380866,8444
enhancers::chr17:46199000-46201400::NA::NA,0.6350051,8445
enhancers::chr17:46713600-46716600::NA::NA,0.83812994,8451
enhancers::chr17:46828600-46829200::NA::NA,0.55570346,8452
enhancers::chr17:46928000-46934000::NA::NA,0.60594034,8453
enhancers::chr17:47067600-47072000::NA::NA,0.7317137,8455
enhancers::chr17:48212400-48213600::NA::NA,0.6978377,8471
enhancers::chr17:48528000-48531400::NA::NA,0.7005503,8477
enhancers::chr17:48748000-48751200::NA::NA,0.6592944,8479
enhancers::chr17:48776600-48777400::NA::NA,0.6842157,8481
enhancers::chr17:48883000-48885000::NA::NA,0.6697912,8484
enhancers::chr17:48993800-48996600::NA::NA,0.64719224,8485
enhancers::chr17:49034800-49036200::NA::NA,0.66814345,8486
enhancers::chr17:49038200-49039200::NA::NA,0.67399335,8487
enhancers::chr17:49043200-49045800::NA::NA,0.67415345,8488
enhancers::chr17:49247600-49248800::NA::NA,0.7316543,8494
enhancers::chr17:49255000-49258200::NA::NA,0.74841446,8495
enhancers::chr17:49261800-49262400::NA::NA,0.74841446,8496
enhancers::chr17:49323000-49323800::NA::NA,0.7040197,8498
enhancers::chr17:49352600-49353400::NA::NA,0.7040197,8499
enhancers::chr17:49399600-49400200::NA::NA,0.7040197,8500
enhancers::chr17:53487200-53489000::NA::NA,0.5881032,8531
enhancers::chr17:54972600-54974400::NA::NA,0.5802855,8537
enhancers::chr17:54979200-54981200::NA::NA,0.5802855,8539
enhancers::chr17:55030800-55032600::NA::NA,0.58633715,8541
enhancers::chr17:55042000-55043800::NA::NA,0.58953106,8542
enhancers::chr17:55056800-55062600::NA::NA,0.59838426,8543
enhancers::chr17:55078800-55079400::NA::NA,0.59561294,8545
enhancers::chr17:55356000-55362000::NA::NA,0.6626576,8548
enhancers::chr17:55422600-55424000::NA::NA,0.6529137,8549
enhancers::chr17:56199400-56200000::NA::NA,0.600523,8554
enhancers::chr17:56632200-56633400::NA::NA,0.570609,8561
enhancers::chr17:56633800-56634600::NA::NA,0.570609,8562
enhancers::chr17:56692200-56693000::NA::NA,0.5802292,8564
enhancers::chr17:56717000-56718000::NA::NA,0.613434,8565
enhancers::chr17:57042600-57043600::NA::NA,0.6620152,8571
enhancers::chr17:57046000-57047200::NA::NA,0.669193,8572
enhancers::chr17:57610200-57611800::NA::NA,0.58305025,8583
enhancers::chr17:57994400-57995000::NA::NA,0.631037,8595
enhancers::chr17:58289400-58290600::NA::NA,0.69995695,8597
enhancers::chr17:59356600-59358000::NA::NA,0.57128394,8624
enhancers::chr17:60110600-60111200::NA::NA,0.6130789,8627
enhancers::chr17:60128400-60131800::NA::NA,0.6129505,8628
enhancers::chr17:60241000-60242200::NA::NA,0.5865611,8631
enhancers::chr17:60255800-60257600::NA::NA,0.592628,8632
enhancers::chr17:60557400-60558000::NA::NA,0.5879324,8633
enhancers::chr17:60567800-60569000::NA::NA,0.5879324,8634
enhancers::chr17:60597200-60597800::NA::NA,0.577397,8635
enhancers::chr17:60618600-60622000::NA::NA,0.57980347,8636
enhancers::chr17:60664600-60666000::NA::NA,0.6010522,8638
enhancers::chr17:60765800-60766400::NA::NA,0.5581746,8643
enhancers::chr17:62126600-62129600::NA::NA,0.5777896,8676
enhancers::chr17:63607200-63608400::NA::NA,0.5813071,8697
enhancers::chr17:63719400-63720400::NA::NA,0.8211323,8699
enhancers::chr17:63914800-63915600::NA::NA,0.6062346,8701
enhancers::chr17:64599400-64601600::NA::NA,0.5602074,8711
enhancers::chr17:64962400-64966000::NA::NA,0.9890077,8715
enhancers::chr17:657800-658600::NA::NA,0.9815176,8737
enhancers::chr17:69931000-69931800::NA::NA,0.63986963,8796
enhancers::chr17:70007200-70008200::NA::NA,0.57377607,8802
enhancers::chr17:73817400-73822600::NA::NA,0.6709523,8844
enhancers::chr17:73918600-73920000::NA::NA,0.63885295,8845
enhancers::chr17:78363000-78363800::NA::NA,0.86577266,8907
enhancers::chr17:78873200-78877000::NA::NA,0.6060579,8911
enhancers::chr17:79031600-79035200::NA::NA,0.9869315,8913
enhancers::chr17:79538400-79543800::NA::NA,0.6026728,8923
enhancers::chr17:79813000-79815200::NA::NA,0.99998415,8934
enhancers::chr17:79856000-79858800::NA::NA,0.9855882,8936
enhancers::chr17:80017800-80019400::NA::NA,0.59292567,8940
enhancers::chr17:80065000-80068600::NA::NA,0.59292567,8942
enhancers::chr17:80205600-80207000::NA::NA,0.9999273,8945
enhancers::chr17:80210400-80211600::NA::NA,0.93595845,8946
enhancers::chr17:80419800-80420800::NA::NA,0.9112635,8948
enhancers::chr17:80449000-80450400::NA::NA,0.995871,8954
enhancers::chr17:80553800-80555200::NA::NA,0.9805994,8959
enhancers::chr18:12365000-12367800::NA::NA,0.6871875,9034
enhancers::chr18:21148400-21149400::NA::NA,0.9960795,9101
enhancers::chr18:24265400-24267400::NA::NA,0.71863896,9133
enhancers::chr18:47044600-47048200::NA::NA,0.9542698,9412
enhancers::chr18:7329000-7329600::NA::NA,0.82474977,9591
enhancers::chr19:10782600-10784000::NA::NA,0.57404107,9672
enhancers::chr19:10899200-10901000::NA::NA,0.55663085,9676
enhancers::chr19:11029200-11032400::NA::NA,0.70676583,9685
enhancers::chr19:11134800-11136600::NA::NA,0.5737656,9690
enhancers::chr19:11215000-11215800::NA::NA,0.5844412,9693
enhancers::chr19:11218800-11219400::NA::NA,0.62558264,9695
enhancers::chr19:13007000-13008800::NA::NA,0.79899436,9716
enhancers::chr19:14068800-14069400::NA::NA,0.9013157,9727
enhancers::chr19:15733400-15734200::NA::NA,0.7374124,9757
enhancers::chr19:17248600-17251200::NA::NA,0.5827748,9797
enhancers::chr19:19109800-19111000::NA::NA,0.55657136,9832
enhancers::chr19:19366800-19368200::NA::NA,0.5679155,9839
enhancers::chr19:34872000-34873800::NA::NA,0.7790109,9940
enhancers::chr19:40959200-40960000::NA::NA,0.5973946,10024
enhancers::chr19:41171600-41173200::NA::NA,0.5571901,10028
enhancers::chr19:41231600-41232200::NA::NA,0.5629569,10034
enhancers::chr19:41244400-41248400::NA::NA,0.55661935,10036
enhancers::chr19:41930000-41932400::NA::NA,0.5813352,10046
enhancers::chr19:47501800-47502600::NA::NA,0.59734434,10140
enhancers::chr19:4927000-4929800::NA::NA,0.9842046,10167
enhancers::chr1:1157400-1158600::NA::NA,0.99973875,10552
enhancers::chr1:115906000-115908600::NA::NA,0.9957891,10553
enhancers::chr1:1160600-1163200::NA::NA,0.99948704,10562
enhancers::chr1:120276000-120282000::NA::NA,0.99710053,10628
enhancers::chr1:144906800-144910600::NA::NA,0.9859497,10660
enhancers::chr1:150927800-150928400::NA::NA,0.7795245,10726
enhancers::chr1:163244400-163245200::NA::NA,0.60199577,10943
enhancers::chr1:166323600-166324400::NA::NA,0.63191956,10973
enhancers::chr1:169306600-169308200::NA::NA,0.55448896,11065
enhancers::chr1:169314600-169316000::NA::NA,0.55448896,11066
enhancers::chr1:169356200-169357000::NA::NA,0.55448896,11070
enhancers::chr1:170305600-170306400::NA::NA,0.57184,11089
enhancers::chr1:170450400-170451200::NA::NA,0.70194304,11091
enhancers::chr1:170677000-170684000::NA::NA,0.8416848,11096
enhancers::chr1:171236000-171237400::NA::NA,0.5942833,11110
enhancers::chr1:171840600-171842000::NA::NA,0.6086645,11133
enhancers::chr1:171935200-171938800::NA::NA,0.62753594,11136
enhancers::chr1:172089600-172090800::NA::NA,0.5848497,11142
enhancers::chr1:172639800-172642200::NA::NA,0.59794325,11157
enhancers::chr1:172669600-172672800::NA::NA,0.5982948,11159
enhancers::chr1:172917000-172918400::NA::NA,0.7830125,11164
enhancers::chr1:173097000-173098400::NA::NA,0.9243373,11178
enhancers::chr1:1731000-1732000::NA::NA,0.9745042,11179
enhancers::chr1:173539600-173540200::NA::NA,0.95747226,11207
enhancers::chr1:174415000-174415600::NA::NA,0.5689328,11225
enhancers::chr1:175201200-175201800::NA::NA,0.5963899,11237
enhancers::chr1:177827400-177828000::NA::NA,0.58902353,11253
enhancers::chr1:178210400-178211400::NA::NA,0.58211976,11261
enhancers::chr1:181752400-181754000::NA::NA,0.77680826,11309
enhancers::chr1:182166200-182168000::NA::NA,0.6077998,11311
enhancers::chr1:182212000-182213000::NA::NA,0.6073727,11313
enhancers::chr1:182215600-182218800::NA::NA,0.6073727,11314
enhancers::chr1:182625800-182626400::NA::NA,0.5981785,11321
enhancers::chr1:183097000-183098600::NA::NA,0.6212973,11328
enhancers::chr1:183871000-183872200::NA::NA,0.57138366,11343
enhancers::chr1:183880200-183882200::NA::NA,0.5726866,11344
enhancers::chr1:184828800-184832400::NA::NA,0.5552507,11356
enhancers::chr1:184956800-184958000::NA::NA,0.5613246,11358
enhancers::chr1:185335200-185336600::NA::NA,0.5847745,11368
enhancers::chr1:185343800-185345800::NA::NA,0.5847745,11369
enhancers::chr1:185362600-185363600::NA::NA,0.5785639,11370
enhancers::chr1:185817800-185820400::NA::NA,0.6087044,11381
enhancers::chr1:186528600-186530600::NA::NA,0.55846715,11396
enhancers::chr1:186612600-186613600::NA::NA,0.55840355,11397
enhancers::chr1:186631800-186632800::NA::NA,0.55875266,11399
enhancers::chr1:186707400-186708400::NA::NA,0.59649414,11402
enhancers::chr1:186818400-186819200::NA::NA,0.57055974,11409
enhancers::chr1:198071600-198072400::NA::NA,0.8642674,11523
enhancers::chr1:198621400-198624400::NA::NA,0.5559035,11548
enhancers::chr1:2016400-2020400::NA::NA,0.6482318,11580
enhancers::chr1:201754600-201756400::NA::NA,0.9236139,11582
enhancers::chr1:202861600-202862200::NA::NA,0.58245873,11598
enhancers::chr1:203289800-203293400::NA::NA,0.58641386,11599
enhancers::chr1:203797000-203797600::NA::NA,0.56123215,11604
enhancers::chr1:203798200-203799400::NA::NA,0.56123215,11605
enhancers::chr1:203808000-203808600::NA::NA,0.576102,11606
enhancers::chr1:203827000-203828400::NA::NA,0.5762034,11607
enhancers::chr1:203875600-203877000::NA::NA,0.57838446,11608
enhancers::chr1:204391800-204392400::NA::NA,0.5678211,11611
enhancers::chr1:205141400-205144400::NA::NA,0.5566805,11618
enhancers::chr1:205419200-205423800::NA::NA,0.93629044,11620
enhancers::chr1:205767200-205768600::NA::NA,0.5736206,11623
enhancers::chr1:205827000-205827800::NA::NA,0.55719554,11625
enhancers::chr1:206618200-206619400::NA::NA,0.81852174,11633
enhancers::chr1:214065600-214066200::NA::NA,0.99535793,11737
enhancers::chr1:2275000-2276400::NA::NA,0.9810191,11905
enhancers::chr1:227945800-227948400::NA::NA,0.6959741,11911
enhancers::chr1:232681800-232687400::NA::NA,0.6273635,11963
enhancers::chr1:236513000-236513600::NA::NA,0.58433765,12013
enhancers::chr1:237334800-237335400::NA::NA,0.81102073,12026
enhancers::chr1:241473000-241473800::NA::NA,0.8139312,12047
enhancers::chr1:249207800-249209000::NA::NA,0.9860508,12129
enhancers::chr1:35290800-35293200::NA::NA,0.77005446,12285
enhancers::chr1:38305400-38307200::NA::NA,0.5688945,12327
enhancers::chr1:38309400-38313400::NA::NA,0.5692066,12328
enhancers::chr1:38342400-38345000::NA::NA,0.5730827,12330
enhancers::chr1:38424400-38425800::NA::NA,0.57746845,12332
enhancers::chr1:39309000-39309600::NA::NA,0.5780697,12335
enhancers::chr1:39318400-39319000::NA::NA,0.5780697,12336
enhancers::chr1:39418800-39419600::NA::NA,0.86679584,12339
enhancers::chr1:39429600-39430200::NA::NA,0.61627686,12341
enhancers::chr1:39529200-39529800::NA::NA,0.6107337,12344
enhancers::chr1:39749600-39750600::NA::NA,0.6205632,12345
enhancers::chr1:39763000-39763600::NA::NA,0.96152276,12348
enhancers::chr1:39826800-39828000::NA::NA,0.5990659,12350
enhancers::chr1:39895600-39898000::NA::NA,0.58305347,12351
enhancers::chr1:39906200-39907400::NA::NA,0.5865742,12353
enhancers::chr1:40142400-40143200::NA::NA,0.5708251,12357
enhancers::chr1:40154400-40156200::NA::NA,0.5708251,12358
enhancers::chr1:40221600-40224000::NA::NA,0.60482305,12359
enhancers::chr1:40427000-40432000::NA::NA,0.6303901,12360
enhancers::chr1:40677800-40679800::NA::NA,0.59680337,12362
enhancers::chr1:40732000-40736400::NA::NA,0.6082357,12364
enhancers::chr1:40880000-40880800::NA::NA,0.62067175,12365
enhancers::chr1:40904000-40904600::NA::NA,0.6183005,12366
enhancers::chr1:41215000-41216000::NA::NA,0.5789494,12368
enhancers::chr1:41223400-41224800::NA::NA,0.5789494,12370
enhancers::chr1:41234000-41236600::NA::NA,0.7561601,12371
enhancers::chr1:41379800-41380400::NA::NA,0.55776083,12372
enhancers::chr1:41489600-41490200::NA::NA,0.59314847,12375
enhancers::chr1:41623800-41624600::NA::NA,0.59518003,12376
enhancers::chr1:42442800-42443600::NA::NA,0.5687224,12381
enhancers::chr1:42651800-42652600::NA::NA,0.59614116,12383
