geneid,score
gc19_pc.3utr::gencode::SLITRK4::ENSG00000179542.11,0.6824554
gc19_pc.3utr::gencode::SPANXN2::ENSG00000203924.2,0.6824554
gc19_pc.3utr::gencode::SPANXN4::ENSG00000189326.4,0.6777194
gc19_pc.3utr::gencode::UBE2NL::ENSG00000102069.3,0.68783313
gc19_pc.3utr::gencode::VEGFA::ENSG00000112715.16,0.6712924
gc19_pc.3utr::gencode::VGLL1::ENSG00000102243.8,0.66874224
gc19_pc.3utr::gencode::VOPP1::ENSG00000154978.8,0.6831171
gc19_pc.3utr::gencode::ZNF75D::ENSG00000186376.10,0.6938253
gc19_pc.5utr::gencode::ALKBH6::ENSG00000239382.6,0.70585656
gc19_pc.5utr::gencode::BIK::ENSG00000100290.2,0.6627689
gc19_pc.5utr::gencode::BPIFA2::ENSG00000131050.6,0.6684148
gc19_pc.5utr::gencode::CETN2::ENSG00000147400.8,0.67707485
gc19_pc.5utr::gencode::COLQ::ENSG00000206561.8,0.7171749
gc19_pc.5utr::gencode::CT45A2::ENSG00000242185.3,0.6938253
gc19_pc.5utr::gencode::CT45A3::ENSG00000232417.5,0.6938253
gc19_pc.5utr::gencode::CT45A4::ENSG00000228836.4,0.6938253
gc19_pc.5utr::gencode::CT45A5::ENSG00000242284.3,0.68265736
gc19_pc.5utr::gencode::CXorf48::ENSG00000169551.8,0.6938253
gc19_pc.5utr::gencode::DDHD2::ENSG00000085788.9,0.6718291
gc19_pc.5utr::gencode::DDX26B::ENSG00000165359.10,0.6938253
gc19_pc.5utr::gencode::GNB2L1::ENSG00000204628.7,0.70555115
gc19_pc.5utr::gencode::GPR50::ENSG00000102195.7,0.7049054
gc19_pc.5utr::gencode::HSFX1::ENSG00000171116.7,0.7170247
gc19_pc.5utr::gencode::HSFX2::ENSG00000171129.7,0.7170247
gc19_pc.5utr::gencode::HTATSF1::ENSG00000102241.7,0.67851144
gc19_pc.5utr::gencode::IDS::ENSG00000241489.3,0.72138673
gc19_pc.5utr::gencode::IL17REL::ENSG00000188263.6,0.72433776
gc19_pc.5utr::gencode::IRF1::ENSG00000125347.9,0.6713961
gc19_pc.5utr::gencode::MAGEA9::ENSG00000166008.5,0.7170247
gc19_pc.5utr::gencode::MAGEA9B::ENSG00000123584.7,0.7170247
gc19_pc.5utr::gencode::MAGEB1::ENSG00000214107.3,0.725843
gc19_pc.5utr::gencode::MMGT1::ENSG00000169446.4,0.6784037
gc19_pc.5utr::gencode::MTRNR2L3::ENSG00000256222.1,0.66369337
gc19_pc.5utr::gencode::N4BP2L1::ENSG00000139597.12,0.6627056
gc19_pc.5utr::gencode::NFKBIA::ENSG00000100906.6,0.67677796
gc19_pc.5utr::gencode::NKRF::ENSG00000186416.8,0.68344575
gc19_pc.5utr::gencode::PDZD4::ENSG00000067840.8,0.67585593
gc19_pc.5utr::gencode::PJA1::ENSG00000181191.11,0.68875444
gc19_pc.5utr::gencode::PKN1::ENSG00000123143.8,0.6700668
gc19_pc.5utr::gencode::POLA1::ENSG00000101868.6,0.6638941
gc19_pc.5utr::gencode::RBM12B::ENSG00000183808.7,0.6634555
gc19_pc.5utr::gencode::SHROOM1::ENSG00000164403.10,0.67449576
gc19_pc.5utr::gencode::SLC26A2::ENSG00000155850.7,0.6824454
gc19_pc.5utr::gencode::SLC9A6::ENSG00000198689.5,0.6784037
gc19_pc.5utr::gencode::SPANXN1::ENSG00000203923.4,0.67362696
gc19_pc.5utr::gencode::SPANXN2::ENSG00000203924.2,0.6824554
gc19_pc.5utr::gencode::SPANXN3::ENSG00000189252.4,0.66819113
gc19_pc.5utr::gencode::TAL1::ENSG00000162367.7,0.6819551
gc19_pc.5utr::gencode::TMEM185A::ENSG00000155984.10,0.7155531
gc19_pc.5utr::gencode::TUBA1A::ENSG00000167552.9,0.66676444
gc19_pc.5utr::gencode::TUBA4A::ENSG00000127824.9,0.66390246
gc19_pc.5utr::gencode::UBE2NL::ENSG00000102069.3,0.68783313
gc19_pc.5utr::gencode::WDR87::ENSG00000171804.5,0.66627693
gc19_pc.promCore::gencode::BPIFA2::ENSG00000131050.6,0.6861746
gc19_pc.promCore::gencode::COLQ::ENSG00000206561.8,0.7171749
gc19_pc.promCore::gencode::CT45A1::ENSG00000232478.4,0.6938253
gc19_pc.promCore::gencode::CT45A2::ENSG00000242185.3,0.6938253
gc19_pc.promCore::gencode::CT45A3::ENSG00000232417.5,0.6938253
gc19_pc.promCore::gencode::CT45A4::ENSG00000228836.4,0.6938253
gc19_pc.promCore::gencode::CT45A5::ENSG00000242284.3,0.6938253
gc19_pc.promCore::gencode::CXorf40B::ENSG00000197021.4,0.7170247
gc19_pc.promCore::gencode::CXorf48::ENSG00000169551.8,0.6938253
gc19_pc.promCore::gencode::DDX26B::ENSG00000165359.10,0.698428
gc19_pc.promCore::gencode::FAM127B::ENSG00000203950.6,0.6631707
gc19_pc.promCore::gencode::FXR2::ENSG00000129245.7,0.66887313
gc19_pc.promCore::gencode::GPR112::ENSG00000156920.6,0.7180368
gc19_pc.promCore::gencode::GPR50::ENSG00000102195.7,0.7049054
gc19_pc.promCore::gencode::HINT1::ENSG00000169567.7,0.6756557
gc19_pc.promCore::gencode::HSFX1::ENSG00000171116.7,0.7170247
gc19_pc.promCore::gencode::HSFX2::ENSG00000171129.7,0.7170247
gc19_pc.promCore::gencode::HSPB1::ENSG00000106211.8,0.662654
gc19_pc.promCore::gencode::HTATSF1::ENSG00000102241.7,0.67851144
gc19_pc.promCore::gencode::IDS::ENSG00000241489.3,0.71005505
gc19_pc.promCore::gencode::IL17REL::ENSG00000188263.6,0.72461444
gc19_pc.promCore::gencode::IRF1::ENSG00000125347.9,0.6677301
gc19_pc.promCore::gencode::KRAS::ENSG00000133703.7,0.6706652
gc19_pc.promCore::gencode::LIMS3L::ENSG00000256671.5,0.66163796
gc19_pc.promCore::gencode::MAGEA8::ENSG00000156009.5,0.7170247
gc19_pc.promCore::gencode::MAGEA9::ENSG00000166008.5,0.7170247
gc19_pc.promCore::gencode::MAGEA9B::ENSG00000123584.7,0.7170247
gc19_pc.promCore::gencode::MMGT1::ENSG00000169446.4,0.6784037
gc19_pc.promCore::gencode::MTRNR2L3::ENSG00000256222.1,0.66369337
gc19_pc.promCore::gencode::MYCBPAP::ENSG00000136449.9,0.6651212
gc19_pc.promCore::gencode::N4BP2L1::ENSG00000139597.12,0.6627056
gc19_pc.promCore::gencode::NCOA6::ENSG00000198646.9,0.67126894
gc19_pc.promCore::gencode::NKRF::ENSG00000186416.8,0.68344575
gc19_pc.promCore::gencode::PDZD4::ENSG00000067840.8,0.67585593
gc19_pc.promCore::gencode::PJA1::ENSG00000181191.11,0.68875444
gc19_pc.promCore::gencode::POLA1::ENSG00000101868.6,0.6638941
gc19_pc.promCore::gencode::PPAN::ENSG00000130810.15,0.6748439
gc19_pc.promCore::gencode::PSG2::ENSG00000242221.4,0.67888725
gc19_pc.promCore::gencode::SAMD14::ENSG00000167100.10,0.6621884
gc19_pc.promCore::gencode::SHROOM1::ENSG00000164403.10,0.67449576
gc19_pc.promCore::gencode::SLC22A5::ENSG00000197375.8,0.6693827
gc19_pc.promCore::gencode::SLC7A10::ENSG00000130876.7,0.6710586
gc19_pc.promCore::gencode::SLC9A6::ENSG00000198689.5,0.6784037
gc19_pc.promCore::gencode::SPANXN1::ENSG00000203923.4,0.68699783
gc19_pc.promCore::gencode::SPANXN3::ENSG00000189252.4,0.66819113
gc19_pc.promCore::gencode::STX7::ENSG00000079950.9,0.68183875
gc19_pc.promCore::gencode::TAAR6::ENSG00000146383.7,0.68183875
gc19_pc.promCore::gencode::TNFRSF19::ENSG00000127863.11,0.6656735
gc19_pc.promCore::gencode::TUBA1A::ENSG00000167552.9,0.66676444
gc19_pc.promCore::gencode::UBE2NL::ENSG00000102069.3,0.68783313
gc19_pc.promCore::gencode::UTP14A::ENSG00000156697.8,0.66135466
lncrna.ncrna::gencode::AC008163.4::ENSG00000234113.2,0.7104583
lncrna.ncrna::gencode::AC011525.4::ENSG00000267465.2,0.66894686
lncrna.ncrna::gencode::AC144831.1::ENSG00000261888.1,0.71637034
lncrna.ncrna::gencode::AFG3L1P::ENSG00000223959.4,0.69940114
lncrna.ncrna::gencode::CTB-11I22.2::ENSG00000253315.1,0.67676204
lncrna.ncrna::gencode::CTD-2308B18.1::ENSG00000251214.1,0.67809993
lncrna.ncrna::gencode::EGOT::ENSG00000235947.1,0.6712684
lncrna.ncrna::gencode::LINC-ROR::ENSG00000258609.1,0.69248724
lncrna.ncrna::gencode::LINC00609::ENSG00000257585.1,0.6824059
lncrna.ncrna::gencode::LINC00659::ENSG00000228705.1,0.6609527
lncrna.ncrna::gencode::LINC00924::ENSG00000259134.1,0.7124612
lncrna.ncrna::gencode::MYH16::ENSG00000002079.8,0.71250623
lncrna.ncrna::gencode::RP1-30E17.2::ENSG00000225689.1,0.7528074
lncrna.ncrna::gencode::RP11-1038A11.3::ENSG00000256417.1,0.686606
lncrna.ncrna::gencode::RP11-11N9.4::ENSG00000247134.2,0.6995639
lncrna.ncrna::gencode::RP11-123M6.2::ENSG00000258663.1,0.663323
lncrna.ncrna::gencode::RP11-129M6.1::ENSG00000251363.2,0.6849706
lncrna.ncrna::gencode::RP11-150O12.1::ENSG00000253161.1,0.7021879
lncrna.ncrna::gencode::RP11-20A20.2::ENSG00000269957.1,0.7059145
lncrna.ncrna::gencode::RP11-279F6.1::ENSG00000245750.3,0.7130884
lncrna.ncrna::gencode::RP11-412H8.2::ENSG00000258175.1,0.6942732
lncrna.ncrna::gencode::RP11-508M8.1::ENSG00000249365.1,0.6655369
lncrna.ncrna::gencode::RP11-513G11.4::ENSG00000225742.1,0.7190339
lncrna.ncrna::gencode::RP11-626P14.1::ENSG00000257845.1,0.688128
lncrna.ncrna::gencode::RP11-67M9.1::ENSG00000254171.1,0.6981752
lncrna.ncrna::gencode::RP11-85K15.2::ENSG00000258704.1,0.66526526
lncrna.ncrna::gencode::RP11-91K9.1::ENSG00000231574.1,0.6943028
lncrna.ncrna::gencode::RP3-430N8.11::ENSG00000269987.1,0.66840446
lncrna.ncrna::gencode::RP5-1198O20.4::ENSG00000230615.2,0.6677812
lncrna.ncrna::gencode::TUG1::ENSG00000253352.4,0.66840446
lncrna.ncrna::mitranscriptome::G002461::G002461,0.68028396
lncrna.ncrna::mitranscriptome::G024261::G024261,0.69281656
lncrna.ncrna::mitranscriptome::G028990::G028990,0.6651663
lncrna.ncrna::mitranscriptome::G029025::G029025,0.7060149
lncrna.ncrna::mitranscriptome::G039343::G039343,0.66545147
lncrna.ncrna::mitranscriptome::G052483::G052483,0.6708662
lncrna.ncrna::mitranscriptome::G067572::G067572,0.67449576
lncrna.ncrna::mitranscriptome::G067811::G067811,0.6848745
lncrna.ncrna::mitranscriptome::G070978::G070978,0.681508
lncrna.ncrna::mitranscriptome::G090166::G090166,0.6784037
lncrna.promCore::gencode::AC011525.4::ENSG00000267465.2,0.6782898
lncrna.promCore::gencode::AC034220.3::ENSG00000233006.2,0.6659285
lncrna.promCore::gencode::AFG3L1P::ENSG00000223959.4,0.69940114
lncrna.promCore::gencode::BHLHE40-AS1::ENSG00000235831.2,0.6628518
lncrna.promCore::gencode::MYH16::ENSG00000002079.8,0.68723595
lncrna.promCore::gencode::RP11-1038A11.3::ENSG00000256417.1,0.68887866
lncrna.promCore::gencode::RP11-402L5.1::ENSG00000253539.1,0.6607867
lncrna.promCore::gencode::RP11-513G11.4::ENSG00000225742.1,0.71032274
lncrna.promCore::mitranscriptome::G067567::G067567,0.66516644
lncrna.promCore::mitranscriptome::G090166::G090166,0.6789908
lncrna.ss::gencode::AC003985.1::ENSG00000233824.1,0.6832419
lncrna.ss::gencode::AC008163.4::ENSG00000234113.2,0.7104583
lncrna.ss::gencode::AC011525.4::ENSG00000267465.2,0.6779904
lncrna.ss::gencode::AFG3L1P::ENSG00000223959.4,0.6996005
lncrna.ss::gencode::CTB-11I22.2::ENSG00000253315.1,0.67676204
lncrna.ss::gencode::LINC00609::ENSG00000257585.1,0.6705307
lncrna.ss::gencode::LINC00659::ENSG00000228705.1,0.6609527
lncrna.ss::gencode::LINC00924::ENSG00000259134.1,0.7124612
lncrna.ss::gencode::MYH16::ENSG00000002079.8,0.6875197
lncrna.ss::gencode::RP1-30E17.2::ENSG00000225689.1,0.7528074
lncrna.ss::gencode::RP11-1038A11.3::ENSG00000256417.1,0.705693
lncrna.ss::gencode::RP11-11N9.4::ENSG00000247134.2,0.6995639
lncrna.ss::gencode::RP11-123M6.2::ENSG00000258663.1,0.663323
lncrna.ss::gencode::RP11-129M6.1::ENSG00000251363.2,0.6848342
lncrna.ss::gencode::RP11-150O12.1::ENSG00000253161.1,0.7021879
lncrna.ss::gencode::RP11-20A20.2::ENSG00000269957.1,0.7059145
lncrna.ss::gencode::RP11-279F6.1::ENSG00000245750.3,0.7104535
lncrna.ss::gencode::RP11-412H8.2::ENSG00000258175.1,0.6942732
lncrna.ss::gencode::RP11-508M8.1::ENSG00000249365.1,0.6655369
lncrna.ss::gencode::RP11-513G11.4::ENSG00000225742.1,0.7190339
lncrna.ss::gencode::RP11-626P14.1::ENSG00000257845.1,0.6952581
lncrna.ss::gencode::RP11-67M9.1::ENSG00000254171.1,0.70086324
lncrna.ss::gencode::RP11-85K15.2::ENSG00000258704.1,0.6636833
lncrna.ss::gencode::RP11-91K9.1::ENSG00000231574.1,0.6997335
lncrna.ss::gencode::RP5-1198O20.4::ENSG00000230615.2,0.67253
lncrna.ss::mitranscriptome::G002461::G002461,0.68028396
lncrna.ss::mitranscriptome::G018712::G018712,0.67436177
lncrna.ss::mitranscriptome::G024261::G024261,0.6972566
lncrna.ss::mitranscriptome::G029025::G029025,0.7037307
lncrna.ss::mitranscriptome::G036477::G036477,0.7035626
lncrna.ss::mitranscriptome::G081976::G081976,0.6781158
lncrna.ss::mitranscriptome::G090166::G090166,0.6784037
mirna_mat::mirbase_mature::hsa-miR-2114-3p::MIMAT0011157,0.7216351
mirna_mat::mirbase_mature::hsa-miR-2114-5p::MIMAT0011156,0.71167797
mirna_mat::mirbase_mature::hsa-miR-4330::MIMAT0016924,0.7049054
mirna_mat::mirbase_mature::hsa-miR-514a-3p::MIMAT0002883,0.676338
mirna_mat::mirbase_mature::hsa-miR-514a-3p::MIMAT0002883_1,0.676338
mirna_mat::mirbase_mature::hsa-miR-514a-3p::MIMAT0002883_2,0.676338
mirna_mat::mirbase_mature::hsa-miR-514a-5p::MIMAT0022702,0.676338
mirna_mat::mirbase_mature::hsa-miR-514a-5p::MIMAT0022702_1,0.676338
mirna_mat::mirbase_mature::hsa-miR-514a-5p::MIMAT0022702_2,0.692174
mirna_mat::mirbase_mature::hsa-miR-891a-3p::MIMAT0026717,0.6750108
mirna_mat::mirbase_mature::hsa-miR-891a-5p::MIMAT0004902,0.6750108
mirna_mat::mirbase_mature::hsa-miR-891b::MIMAT0004913,0.6750108
mirna_mat::mirbase_mature::hsa-miR-934::MIMAT0004977,0.66874224
mirna_pre::mirbase_pre::hsa-mir-2114::MI0010633,0.71167797
mirna_pre::mirbase_pre::hsa-mir-4330::MI0015902,0.7049054
mirna_pre::mirbase_pre::hsa-mir-506::MI0003193,0.6647718
mirna_pre::mirbase_pre::hsa-mir-509-1::MI0003196,0.6641988
mirna_pre::mirbase_pre::hsa-mir-509-2::MI0005530,0.68465596
mirna_pre::mirbase_pre::hsa-mir-510::MI0003197,0.6612816
mirna_pre::mirbase_pre::hsa-mir-513a-2::MI0003192,0.6674947
mirna_pre::mirbase_pre::hsa-mir-514a-1::MI0003198,0.676338
mirna_pre::mirbase_pre::hsa-mir-514a-2::MI0003199,0.676338
mirna_pre::mirbase_pre::hsa-mir-514a-3::MI0003200,0.676338
mirna_pre::mirbase_pre::hsa-mir-891a::MI0005524,0.6750108
mirna_pre::mirbase_pre::hsa-mir-891b::MI0005534,0.6750108
mirna_pre::mirbase_pre::hsa-mir-934::MI0005756,0.66874224
smallrna.ncrna::gencode::5S_rRNA::ENSG00000212595.1,0.7049054
smallrna.ncrna::gencode::RN7SKP149::ENSG00000199878.1,0.6777194
smallrna.ncrna::gencode::RN7SKP189::ENSG00000201912.1,0.68699783
smallrna.ncrna::gencode::RN7SKP267::ENSG00000222313.1,0.7051997
smallrna.ncrna::gencode::RN7SL190P::ENSG00000264933.1,0.67143285
smallrna.ncrna::gencode::RN7SL2::ENSG00000265150.1,0.6694728
smallrna.ncrna::gencode::RN7SL459P::ENSG00000240993.2,0.6640064
smallrna.ncrna::gencode::RN7SL91P::ENSG00000240439.2,0.69596314
smallrna.ncrna::gencode::RNA5SP515::ENSG00000201440.1,0.6938253
smallrna.ncrna::gencode::RNU6-248P::ENSG00000222652.1,0.72618806
smallrna.ncrna::gencode::RNU6-320P::ENSG00000252320.1,0.66874224
smallrna.ncrna::gencode::RNU6-383P::ENSG00000222796.1,0.68964577
smallrna.ncrna::gencode::RNU7-98P::ENSG00000251797.1,0.7083635
smallrna.ncrna::gencode::SCARNA23::ENSG00000251869.1,0.6638941
smallrna.ncrna::gencode::SNORD105::ENSG00000209645.1,0.6748439
smallrna.ncrna::gencode::U3::ENSG00000212434.1,0.74488103
smallrna.ncrna::gencode::Y_RNA::ENSG00000199424.1,0.66874224
smallrna.ncrna::gencode::snoU13::ENSG00000239080.1,0.672544
smallrna.ncrna::gencode::snoU13::ENSG00000251860.1,0.6704117
smallrna.ncrna::rfam::CDKN2B-AS_3::RF02045.1.4410,0.6712937
smallrna.ncrna::rfam::Histone3::RF00032.1.8381,0.6638941
smallrna.ncrna::rfam::IRE_I::RF00037.2.7131,0.66896504
smallrna.ncrna::rfam::Metazoa_SRP::RF00017.35.8739,0.7049054
smallrna.ncrna::rfam::RSV_RNA::RF01417.19.8734,0.7170247
smallrna.ncrna::rfam::RSV_RNA::RF01417.20.8735,0.7170247
smallrna.ncrna::rfam::mir-384::RF00841.1.7460,0.69740623
smallrna.ncrna::rfam::mir-548::RF01061.24.8693,0.6938253
smallrna.ncrna::rfam::mir-548::RF01061.25.8694,0.6938253
smallrna.ncrna::rfam::mir-548::RF01061.27.8733,0.7083635
smallrna.ncrna::rfam::mir-548::RF01061.28.8736,0.7105573
smallrna.ncrna::rfam::mir-684::RF00876.2.8726,0.676338
smallrna.ncrna::rfam::tRNA::RF00005.29.8718,0.66819113
smallrna.ncrna::rfam::tRNA::RF00005.30.8719,0.6695224
smallrna.ncrna::rfam::tRNA::RF00005.31.8720,0.66819113
