geneid,score
gc19_pc.5utr::gencode::MFSD1::ENSG00000118855.14,0.9967167
gc19_pc.5utr::gencode::MGAM::ENSG00000257335.4,1.0
gc19_pc.5utr::gencode::MIA2::ENSG00000150526.7,0.9995276
gc19_pc.5utr::gencode::MYCN::ENSG00000134323.10,0.99989104
gc19_pc.5utr::gencode::NBAS::ENSG00000151779.8,0.99738497
gc19_pc.5utr::gencode::NLRP7::ENSG00000167634.8,0.9942889
gc19_pc.5utr::gencode::PAH::ENSG00000171759.4,1.0
gc19_pc.5utr::gencode::PFKFB1::ENSG00000158571.6,0.99999964
gc19_pc.5utr::gencode::POU2AF1::ENSG00000110777.7,0.99999595
gc19_pc.5utr::gencode::PRKD1::ENSG00000184304.10,1.0
gc19_pc.5utr::gencode::PRPSAP2::ENSG00000141127.10,1.0
gc19_pc.5utr::gencode::RBBP8::ENSG00000101773.12,1.0
gc19_pc.5utr::gencode::SLC27A6::ENSG00000113396.8,1.0
gc19_pc.5utr::gencode::STEAP1B::ENSG00000105889.10,0.9999999
gc19_pc.5utr::gencode::STEAP2::ENSG00000157214.9,0.9998604
gc19_pc.5utr::gencode::TENM3::ENSG00000218336.3,1.0
gc19_pc.5utr::gencode::TPD52L1::ENSG00000111907.16,1.0
gc19_pc.5utr::gencode::TRIM5::ENSG00000132256.14,1.0
gc19_pc.5utr::gencode::TYW1B::ENSG00000254184.3,0.99997795
gc19_pc.5utr::gencode::U2SURP::ENSG00000163714.13,0.9999999
gc19_pc.5utr::gencode::UBE3A::ENSG00000114062.13,1.0
gc19_pc.5utr::gencode::ZNF790::ENSG00000197863.4,0.9997106
gc19_pc.5utr::gencode::ZPBP::ENSG00000042813.3,0.9998437
gc19_pc.promCore::gencode::ALDH1L1::ENSG00000144908.9,1.0
gc19_pc.promCore::gencode::ASB5::ENSG00000164122.4,1.0
gc19_pc.promCore::gencode::BCOR::ENSG00000183337.12,1.0
gc19_pc.promCore::gencode::CAST::ENSG00000153113.19,1.0
gc19_pc.promCore::gencode::CDK14::ENSG00000058091.12,0.99999964
gc19_pc.promCore::gencode::CRISP3::ENSG00000096006.7,0.9999999
gc19_pc.promCore::gencode::DDX1::ENSG00000079785.10,0.99738497
gc19_pc.promCore::gencode::DIO2::ENSG00000211448.7,1.0
gc19_pc.promCore::gencode::EPB41L3::ENSG00000082397.11,0.9994955
gc19_pc.promCore::gencode::FAM200A::ENSG00000221909.2,1.0
gc19_pc.promCore::gencode::FCRL6::ENSG00000181036.9,0.99979156
gc19_pc.promCore::gencode::FGF13::ENSG00000129682.9,1.0
gc19_pc.promCore::gencode::FPR2::ENSG00000171049.8,0.998097
gc19_pc.promCore::gencode::HHLA1::ENSG00000132297.7,0.9998758
gc19_pc.promCore::gencode::IST1::ENSG00000182149.16,0.9998134
gc19_pc.promCore::gencode::KCNK2::ENSG00000082482.9,1.0
gc19_pc.promCore::gencode::LRRK2::ENSG00000188906.9,1.0
gc19_pc.promCore::gencode::LRRTM4::ENSG00000176204.9,1.0
gc19_pc.promCore::gencode::MFSD1::ENSG00000118855.14,0.9999366
gc19_pc.promCore::gencode::MGAM::ENSG00000257335.4,1.0
gc19_pc.promCore::gencode::MIA2::ENSG00000150526.7,0.9999988
gc19_pc.promCore::gencode::MYCN::ENSG00000134323.10,0.994262
gc19_pc.promCore::gencode::NLRP7::ENSG00000167634.8,0.9942889
gc19_pc.promCore::gencode::PAH::ENSG00000171759.4,1.0
gc19_pc.promCore::gencode::PFKFB1::ENSG00000158571.6,0.99999964
gc19_pc.promCore::gencode::POU2AF1::ENSG00000110777.7,0.99999595
gc19_pc.promCore::gencode::PRKD1::ENSG00000184304.10,0.9992835
gc19_pc.promCore::gencode::PRPSAP2::ENSG00000141127.10,1.0
gc19_pc.promCore::gencode::RBBP8::ENSG00000101773.12,1.0
gc19_pc.promCore::gencode::SLC27A6::ENSG00000113396.8,1.0
gc19_pc.promCore::gencode::STEAP1B::ENSG00000105889.10,0.9999994
gc19_pc.promCore::gencode::STEAP2::ENSG00000157214.9,0.9998604
gc19_pc.promCore::gencode::TENM3::ENSG00000218336.3,1.0
gc19_pc.promCore::gencode::TPD52L1::ENSG00000111907.16,1.0
gc19_pc.promCore::gencode::TRIM5::ENSG00000132256.14,1.0
gc19_pc.promCore::gencode::TTLL8::ENSG00000138892.7,0.99736804
gc19_pc.promCore::gencode::U2SURP::ENSG00000163714.13,1.0
gc19_pc.promCore::gencode::UBE3A::ENSG00000114062.13,1.0
gc19_pc.promCore::gencode::ZKSCAN4::ENSG00000187626.7,1.0
gc19_pc.promCore::gencode::ZNF211::ENSG00000121417.9,0.99999976
gc19_pc.promCore::gencode::ZNF790::ENSG00000197863.4,0.9999076
gc19_pc.promCore::gencode::ZPBP::ENSG00000042813.3,0.9998437
lncrna.ncrna::gencode::ABCA17P::ENSG00000238098.4,1.0
lncrna.ncrna::gencode::AC006042.7::ENSG00000233108.1,1.0
lncrna.ncrna::gencode::AC007246.3::ENSG00000231312.2,1.0
lncrna.ncrna::gencode::AC007563.5::ENSG00000236886.2,1.0
lncrna.ncrna::gencode::AC007796.1::ENSG00000267662.1,1.0
lncrna.ncrna::gencode::AC010127.3::ENSG00000236107.3,1.0
lncrna.ncrna::gencode::AC012501.2::ENSG00000227400.2,1.0
lncrna.ncrna::gencode::AC016725.4::ENSG00000224043.3,0.9999343
lncrna.ncrna::gencode::AC022153.1::ENSG00000267623.2,1.0
lncrna.ncrna::gencode::AC079630.4::ENSG00000225342.1,1.0
lncrna.ncrna::gencode::ADAM5::ENSG00000196115.8,1.0
lncrna.ncrna::gencode::AE000661.37::ENSG00000251002.3,0.9999995
lncrna.ncrna::gencode::AL035610.1::ENSG00000232079.2,1.0
lncrna.ncrna::gencode::ANKRD26P1::ENSG00000261239.2,1.0
lncrna.ncrna::gencode::ARHGEF26-AS1::ENSG00000243069.3,1.0
lncrna.ncrna::gencode::ATXN8OS::ENSG00000230223.2,1.0
lncrna.ncrna::gencode::BDNF-AS::ENSG00000245573.3,1.0
lncrna.ncrna::gencode::C6orf183::ENSG00000243587.6,0.99999917
lncrna.ncrna::gencode::CASP8AP2::ENSG00000118412.8,1.0
lncrna.ncrna::gencode::CMAHP::ENSG00000168405.10,1.0
lncrna.ncrna::gencode::COX10-AS1::ENSG00000236088.5,1.0
lncrna.ncrna::gencode::CST13P::ENSG00000204663.5,0.99999976
lncrna.ncrna::gencode::CTC-575N7.1::ENSG00000251680.1,1.0
lncrna.ncrna::gencode::CTD-2021J15.1::ENSG00000239462.1,1.0
lncrna.ncrna::gencode::CTD-3006G17.2::ENSG00000258932.1,1.0
lncrna.ncrna::gencode::DISC1FP1::ENSG00000261645.1,1.0
lncrna.ncrna::gencode::DLEU2::ENSG00000231607.4,1.0
lncrna.ncrna::gencode::FGF13-AS1::ENSG00000226031.1,1.0
lncrna.ncrna::gencode::GBA3::ENSG00000249948.2,1.0
lncrna.ncrna::gencode::GNAS-AS1::ENSG00000235590.3,1.0
lncrna.ncrna::gencode::GNG12-AS1::ENSG00000232284.3,1.0
lncrna.ncrna::gencode::HOXD-AS2::ENSG00000237380.2,0.99525815
lncrna.ncrna::gencode::HTR5BP::ENSG00000125631.7,1.0
lncrna.ncrna::gencode::LEF1-AS1::ENSG00000232021.2,1.0
lncrna.ncrna::gencode::LINC00535::ENSG00000246662.2,1.0
lncrna.ncrna::gencode::LINC00693::ENSG00000228214.2,1.0
lncrna.ncrna::gencode::LINC00894::ENSG00000235703.1,1.0
lncrna.ncrna::gencode::LINC01006::ENSG00000182648.7,1.0
lncrna.ncrna::gencode::MAGI2-AS3::ENSG00000234456.3,0.9972965
lncrna.ncrna::gencode::MKLN1-AS1::ENSG00000231721.2,1.0
lncrna.ncrna::gencode::NOVA1-AS1::ENSG00000257842.1,1.0
lncrna.ncrna::gencode::NR2F1-AS1::ENSG00000237187.4,1.0
lncrna.ncrna::gencode::NR2F2-AS1::ENSG00000247809.3,1.0
lncrna.ncrna::gencode::RAP2C-AS1::ENSG00000232160.2,1.0
lncrna.ncrna::gencode::RMST::ENSG00000255794.2,1.0
lncrna.ncrna::gencode::RNF219-AS1::ENSG00000234377.3,1.0
lncrna.ncrna::gencode::RP1-111C20.4::ENSG00000271913.1,0.9989826
lncrna.ncrna::gencode::RP1-65P5.1::ENSG00000227160.2,1.0
lncrna.ncrna::gencode::RP11-144G7.2::ENSG00000255467.1,0.9982576
lncrna.ncrna::gencode::RP11-152P17.2::ENSG00000251003.3,1.0
lncrna.ncrna::gencode::RP11-15B17.1::ENSG00000245322.2,1.0
lncrna.ncrna::gencode::RP11-167H9.4::ENSG00000243944.1,1.0
lncrna.ncrna::gencode::RP11-20D14.3::ENSG00000255829.1,0.999311
lncrna.ncrna::gencode::RP11-231I13.2::ENSG00000242120.2,1.0
lncrna.ncrna::gencode::RP11-296O14.3::ENSG00000203739.3,1.0
lncrna.ncrna::gencode::RP11-304L19.5::ENSG00000260260.1,0.99413246
lncrna.ncrna::gencode::RP11-314D7.1::ENSG00000258294.1,1.0
lncrna.ncrna::gencode::RP11-319G6.1::ENSG00000248932.1,0.9999738
lncrna.ncrna::gencode::RP11-326E22.1::ENSG00000254031.1,1.0
lncrna.ncrna::gencode::RP11-328J6.1::ENSG00000257703.1,1.0
lncrna.ncrna::gencode::RP11-370A5.1::ENSG00000266850.1,1.0
lncrna.ncrna::gencode::RP11-371F15.3::ENSG00000250195.1,1.0
lncrna.ncrna::gencode::RP11-418J17.1::ENSG00000231365.1,1.0
lncrna.ncrna::gencode::RP11-421L21.3::ENSG00000233184.2,1.0
lncrna.ncrna::gencode::RP11-446J8.1::ENSG00000248138.1,1.0
lncrna.ncrna::gencode::RP11-478B9.1::ENSG00000257319.1,1.0
lncrna.ncrna::gencode::RP11-53O19.1::ENSG00000251141.1,1.0
lncrna.ncrna::gencode::RP11-562L8.1::ENSG00000257522.1,1.0
lncrna.ncrna::gencode::RP11-567C20.3::ENSG00000233407.1,0.99943775
lncrna.ncrna::gencode::RP11-574O7.1::ENSG00000254041.1,1.0
lncrna.ncrna::gencode::RP11-576I22.2::ENSG00000231407.1,1.0
lncrna.ncrna::gencode::RP11-579E24.2::ENSG00000253762.1,1.0
lncrna.ncrna::gencode::RP11-611E13.2::ENSG00000257815.1,1.0
lncrna.ncrna::gencode::RP11-622K12.1::ENSG00000204272.6,0.9999987
lncrna.ncrna::gencode::RP11-657O9.1::ENSG00000240086.1,1.0
lncrna.ncrna::gencode::RP11-665G4.1::ENSG00000249252.1,1.0
lncrna.ncrna::gencode::RP11-696N14.1::ENSG00000246090.2,1.0
lncrna.ncrna::gencode::RP11-739L10.1::ENSG00000265943.1,1.0
lncrna.ncrna::gencode::RP11-76N22.2::ENSG00000237505.2,1.0
lncrna.ncrna::gencode::RP11-809M12.1::ENSG00000237233.2,0.99999225
lncrna.ncrna::gencode::RP11-820L6.1::ENSG00000255090.1,1.0
lncrna.ncrna::gencode::RP3-323P13.2::ENSG00000227954.2,1.0
lncrna.ncrna::gencode::RP3-525N10.2::ENSG00000230910.2,0.9962347
lncrna.ncrna::gencode::RP4-651E10.4::ENSG00000236915.1,0.99428433
lncrna.ncrna::gencode::RP5-1024C24.1::ENSG00000254489.1,1.0
lncrna.ncrna::gencode::RP5-991G20.1::ENSG00000259768.3,1.0
lncrna.ncrna::gencode::RPS11P6::ENSG00000243024.2,1.0
lncrna.ncrna::gencode::SNHG14::ENSG00000224078.8,1.0
lncrna.ncrna::gencode::SNHG18::ENSG00000250786.1,0.9934621
lncrna.ncrna::gencode::SPON1::ENSG00000152268.8,1.0
lncrna.ncrna::gencode::SSPO::ENSG00000197558.7,1.0
lncrna.ncrna::gencode::TMEM161B-AS1::ENSG00000247828.3,1.0
lncrna.ncrna::gencode::TRAF3IP2-AS1::ENSG00000231889.3,0.99917406
lncrna.ncrna::gencode::UBA6-AS1::ENSG00000248049.2,1.0
lncrna.ncrna::gencode::WTAPP1::ENSG00000255282.2,1.0
lncrna.ncrna::gencode::ZFAS1::ENSG00000177410.8,0.9999838
lncrna.ncrna::gencode::ZFHX4-AS1::ENSG00000253661.1,1.0
lncrna.ncrna::gencode::ZNF542::ENSG00000240225.6,1.0
lncrna.ncrna::gencode::ZNF582-AS1::ENSG00000267454.1,0.9991321
lncrna.ncrna::mitranscriptome::G013085::G013085,1.0
lncrna.ncrna::mitranscriptome::G036958::G036958,0.9999999
lncrna.ncrna::mitranscriptome::G056103::G056103,0.9999993
lncrna.ncrna::mitranscriptome::G061805::G061805,0.9999995
lncrna.ncrna::mitranscriptome::G063965::G063965,1.0
lncrna.ncrna::mitranscriptome::G071412::G071412,1.0
lncrna.ncrna::mitranscriptome::G076888::G076888,0.9999958
lncrna.ncrna::mitranscriptome::G077550::G077550,1.0
lncrna.ncrna::mitranscriptome::G081393::G081393,0.9979962
lncrna.promCore::gencode::ABCA17P::ENSG00000238098.4,1.0
lncrna.promCore::gencode::AC007246.3::ENSG00000231312.2,0.9999654
lncrna.promCore::gencode::AC007563.5::ENSG00000236886.2,1.0
lncrna.promCore::gencode::AC012501.2::ENSG00000227400.2,1.0
lncrna.promCore::gencode::AC022153.1::ENSG00000267623.2,1.0
lncrna.promCore::gencode::AC093391.2::ENSG00000231890.3,0.9983333
lncrna.promCore::gencode::AE000661.37::ENSG00000251002.3,0.9999995
lncrna.promCore::gencode::AL035610.1::ENSG00000232079.2,1.0
lncrna.promCore::gencode::ANKRD26P1::ENSG00000261239.2,1.0
lncrna.promCore::gencode::BDNF-AS::ENSG00000245573.3,1.0
lncrna.promCore::gencode::C6orf183::ENSG00000243587.6,0.99959713
lncrna.promCore::gencode::CMAHP::ENSG00000168405.10,1.0
lncrna.promCore::gencode::COX10-AS1::ENSG00000236088.5,1.0
lncrna.promCore::gencode::CTD-3006G17.2::ENSG00000258932.1,1.0
lncrna.promCore::gencode::DISC1FP1::ENSG00000261645.1,1.0
lncrna.promCore::gencode::DLEU2::ENSG00000231607.4,1.0
lncrna.promCore::gencode::GNG12-AS1::ENSG00000232284.3,1.0
lncrna.promCore::gencode::LINC00535::ENSG00000246662.2,1.0
lncrna.promCore::gencode::MAGI2-AS3::ENSG00000234456.3,0.9972965
lncrna.promCore::gencode::MKLN1-AS1::ENSG00000231721.2,1.0
lncrna.promCore::gencode::NOVA1-AS1::ENSG00000257842.1,1.0
lncrna.promCore::gencode::NR2F1-AS1::ENSG00000237187.4,1.0
lncrna.promCore::gencode::NR2F2-AS1::ENSG00000247809.3,1.0
lncrna.promCore::gencode::RMST::ENSG00000255794.2,1.0
lncrna.promCore::gencode::RNF219-AS1::ENSG00000234377.3,1.0
lncrna.promCore::gencode::RP1-65P5.1::ENSG00000227160.2,1.0
lncrna.promCore::gencode::RP11-152P17.2::ENSG00000251003.3,1.0
lncrna.promCore::gencode::RP11-167H9.4::ENSG00000243944.1,0.99917066
lncrna.promCore::gencode::RP11-231I13.2::ENSG00000242120.2,1.0
lncrna.promCore::gencode::RP11-264I13.2::ENSG00000236199.1,0.9998259
lncrna.promCore::gencode::RP11-314D7.1::ENSG00000258294.1,1.0
lncrna.promCore::gencode::RP11-370A5.1::ENSG00000266850.1,1.0
lncrna.promCore::gencode::RP11-371F15.3::ENSG00000250195.1,1.0
lncrna.promCore::gencode::RP11-421L21.3::ENSG00000233184.2,1.0
lncrna.promCore::gencode::RP11-562L8.1::ENSG00000257522.1,1.0
lncrna.promCore::gencode::RP11-576I22.2::ENSG00000231407.1,1.0
lncrna.promCore::gencode::RP11-665G4.1::ENSG00000249252.1,1.0
lncrna.promCore::gencode::RP11-696N14.1::ENSG00000246090.2,1.0
lncrna.promCore::gencode::RP11-76N22.2::ENSG00000237505.2,1.0
lncrna.promCore::gencode::RP11-820L6.1::ENSG00000255090.1,1.0
lncrna.promCore::gencode::RP3-323P13.2::ENSG00000227954.2,1.0
lncrna.promCore::gencode::RP3-525N10.2::ENSG00000230910.2,0.9962347
lncrna.promCore::gencode::RPS11P6::ENSG00000243024.2,1.0
lncrna.promCore::gencode::SNHG14::ENSG00000224078.8,1.0
lncrna.promCore::gencode::SPON1::ENSG00000152268.8,1.0
lncrna.promCore::gencode::SSPO::ENSG00000197558.7,0.9943732
lncrna.promCore::gencode::TMEM161B-AS1::ENSG00000247828.3,1.0
lncrna.promCore::gencode::TRAF3IP2-AS1::ENSG00000231889.3,0.9993272
lncrna.promCore::gencode::UBA6-AS1::ENSG00000248049.2,1.0
lncrna.promCore::gencode::WTAPP1::ENSG00000255282.2,1.0
lncrna.promCore::gencode::ZFHX4-AS1::ENSG00000253661.1,1.0
lncrna.promCore::mitranscriptome::G036958::G036958,1.0
lncrna.ss::gencode::ABCA17P::ENSG00000238098.4,1.0
lncrna.ss::gencode::AC007246.3::ENSG00000231312.2,1.0
lncrna.ss::gencode::AC007563.5::ENSG00000236886.2,1.0
lncrna.ss::gencode::AC007796.1::ENSG00000267662.1,1.0
lncrna.ss::gencode::AC010127.3::ENSG00000236107.3,1.0
lncrna.ss::gencode::AC012501.2::ENSG00000227400.2,1.0
lncrna.ss::gencode::AC016725.4::ENSG00000224043.3,0.9999343
lncrna.ss::gencode::AC022153.1::ENSG00000267623.2,1.0
lncrna.ss::gencode::AC079630.4::ENSG00000225342.1,1.0
lncrna.ss::gencode::ADAM5::ENSG00000196115.8,1.0
lncrna.ss::gencode::AE000661.37::ENSG00000251002.3,0.9999995
lncrna.ss::gencode::AL035610.1::ENSG00000232079.2,1.0
lncrna.ss::gencode::ANKRD26P1::ENSG00000261239.2,0.9999275
lncrna.ss::gencode::ARHGEF26-AS1::ENSG00000243069.3,1.0
lncrna.ss::gencode::BDNF-AS::ENSG00000245573.3,1.0
lncrna.ss::gencode::C6orf183::ENSG00000243587.6,0.99999917
lncrna.ss::gencode::CASP8AP2::ENSG00000118412.8,1.0
lncrna.ss::gencode::CMAHP::ENSG00000168405.10,1.0
lncrna.ss::gencode::COX10-AS1::ENSG00000236088.5,1.0
lncrna.ss::gencode::CST13P::ENSG00000204663.5,0.9977768
lncrna.ss::gencode::CTC-575N7.1::ENSG00000251680.1,1.0
lncrna.ss::gencode::CTD-2021J15.1::ENSG00000239462.1,1.0
lncrna.ss::gencode::CTD-3006G17.2::ENSG00000258932.1,1.0
lncrna.ss::gencode::DISC1FP1::ENSG00000261645.1,1.0
lncrna.ss::gencode::DLEU2::ENSG00000231607.4,1.0
lncrna.ss::gencode::FGF13-AS1::ENSG00000226031.1,1.0
lncrna.ss::gencode::GBA3::ENSG00000249948.2,1.0
lncrna.ss::gencode::GNAS-AS1::ENSG00000235590.3,1.0
lncrna.ss::gencode::GNG12-AS1::ENSG00000232284.3,1.0
lncrna.ss::gencode::HTR5BP::ENSG00000125631.7,1.0
lncrna.ss::gencode::LEF1-AS1::ENSG00000232021.2,1.0
lncrna.ss::gencode::LINC00535::ENSG00000246662.2,1.0
lncrna.ss::gencode::LINC00693::ENSG00000228214.2,1.0
lncrna.ss::gencode::LINC00894::ENSG00000235703.1,1.0
lncrna.ss::gencode::LINC01006::ENSG00000182648.7,1.0
lncrna.ss::gencode::MKLN1-AS1::ENSG00000231721.2,1.0
lncrna.ss::gencode::NOVA1-AS1::ENSG00000257842.1,1.0
lncrna.ss::gencode::NR2F1-AS1::ENSG00000237187.4,1.0
lncrna.ss::gencode::NR2F2-AS1::ENSG00000247809.3,1.0
lncrna.ss::gencode::RAP2C-AS1::ENSG00000232160.2,1.0
lncrna.ss::gencode::RMST::ENSG00000255794.2,1.0
lncrna.ss::gencode::RNF219-AS1::ENSG00000234377.3,1.0
lncrna.ss::gencode::RP1-111C20.4::ENSG00000271913.1,0.9989826
lncrna.ss::gencode::RP1-65P5.1::ENSG00000227160.2,1.0
lncrna.ss::gencode::RP11-144G7.2::ENSG00000255467.1,0.9982576
lncrna.ss::gencode::RP11-152P17.2::ENSG00000251003.3,1.0
lncrna.ss::gencode::RP11-15B17.1::ENSG00000245322.2,1.0
lncrna.ss::gencode::RP11-167H9.4::ENSG00000243944.1,1.0
lncrna.ss::gencode::RP11-231I13.2::ENSG00000242120.2,1.0
lncrna.ss::gencode::RP11-296O14.3::ENSG00000203739.3,1.0
lncrna.ss::gencode::RP11-314D7.1::ENSG00000258294.1,1.0
lncrna.ss::gencode::RP11-319G6.1::ENSG00000248932.1,1.0
lncrna.ss::gencode::RP11-326E22.1::ENSG00000254031.1,1.0
lncrna.ss::gencode::RP11-328J6.1::ENSG00000257703.1,1.0
lncrna.ss::gencode::RP11-370A5.1::ENSG00000266850.1,1.0
lncrna.ss::gencode::RP11-371F15.3::ENSG00000250195.1,1.0
lncrna.ss::gencode::RP11-418J17.1::ENSG00000231365.1,1.0
lncrna.ss::gencode::RP11-421L21.3::ENSG00000233184.2,1.0
lncrna.ss::gencode::RP11-446J8.1::ENSG00000248138.1,1.0
lncrna.ss::gencode::RP11-478B9.1::ENSG00000257319.1,1.0
lncrna.ss::gencode::RP11-53O19.1::ENSG00000251141.1,1.0
lncrna.ss::gencode::RP11-562L8.1::ENSG00000257522.1,1.0
lncrna.ss::gencode::RP11-567C20.3::ENSG00000233407.1,0.99943775
lncrna.ss::gencode::RP11-574O7.1::ENSG00000254041.1,1.0
lncrna.ss::gencode::RP11-576I22.2::ENSG00000231407.1,1.0
lncrna.ss::gencode::RP11-579E24.2::ENSG00000253762.1,1.0
lncrna.ss::gencode::RP11-611E13.2::ENSG00000257815.1,1.0
lncrna.ss::gencode::RP11-622K12.1::ENSG00000204272.6,0.9999987
lncrna.ss::gencode::RP11-657O9.1::ENSG00000240086.1,1.0
lncrna.ss::gencode::RP11-665G4.1::ENSG00000249252.1,1.0
lncrna.ss::gencode::RP11-696N14.1::ENSG00000246090.2,1.0
lncrna.ss::gencode::RP11-739L10.1::ENSG00000265943.1,1.0
lncrna.ss::gencode::RP11-76N22.2::ENSG00000237505.2,1.0
lncrna.ss::gencode::RP11-820L6.1::ENSG00000255090.1,1.0
lncrna.ss::gencode::RP3-323P13.2::ENSG00000227954.2,1.0
lncrna.ss::gencode::RP3-525N10.2::ENSG00000230910.2,0.9963091
lncrna.ss::gencode::RP4-651E10.4::ENSG00000236915.1,0.99428433
lncrna.ss::gencode::RP5-1024C24.1::ENSG00000254489.1,1.0
lncrna.ss::gencode::RP5-991G20.1::ENSG00000259768.3,1.0
lncrna.ss::gencode::RPS11P6::ENSG00000243024.2,1.0
lncrna.ss::gencode::SNHG14::ENSG00000224078.8,1.0
lncrna.ss::gencode::SNHG18::ENSG00000250786.1,0.9934621
lncrna.ss::gencode::SPON1::ENSG00000152268.8,1.0
lncrna.ss::gencode::SSPO::ENSG00000197558.7,1.0
lncrna.ss::gencode::TMEM161B-AS1::ENSG00000247828.3,1.0
lncrna.ss::gencode::UBA6-AS1::ENSG00000248049.2,1.0
lncrna.ss::gencode::WTAPP1::ENSG00000255282.2,1.0
lncrna.ss::gencode::ZFAS1::ENSG00000177410.8,0.9999838
lncrna.ss::gencode::ZFHX4-AS1::ENSG00000253661.1,1.0
lncrna.ss::gencode::ZNF542::ENSG00000240225.6,0.9999995
lncrna.ss::gencode::ZNF582-AS1::ENSG00000267454.1,0.9991321
lncrna.ss::mitranscriptome::G003508::G003508,0.9960737
lncrna.ss::mitranscriptome::G013085::G013085,1.0
lncrna.ss::mitranscriptome::G036958::G036958,1.0
lncrna.ss::mitranscriptome::G056103::G056103,0.99999964
lncrna.ss::mitranscriptome::G061805::G061805,0.9999999
lncrna.ss::mitranscriptome::G063965::G063965,1.0
lncrna.ss::mitranscriptome::G071412::G071412,1.0
lncrna.ss::mitranscriptome::G076888::G076888,0.99999607
lncrna.ss::mitranscriptome::G077550::G077550,1.0
lncrna.ss::mitranscriptome::G081393::G081393,0.9991297
smallrna.ncrna::gencode::RN7SL104P::ENSG00000243541.2,0.994262
smallrna.ncrna::gencode::RNU5E-7P::ENSG00000202160.1,0.994262
smallrna.ncrna::gencode::snoU13::ENSG00000238371.1,0.994262
smallrna.ncrna::rfam::tRNA::RF00005.27.4262,0.99881834
