geneid,score
gc19_pc.promCore::gencode::COLQ::ENSG00000206561.8,0.71717477
gc19_pc.promCore::gencode::CT45A1::ENSG00000232478.4,0.6938253
gc19_pc.promCore::gencode::CT45A2::ENSG00000242185.3,0.6996246
gc19_pc.promCore::gencode::CT45A3::ENSG00000232417.5,0.682375
gc19_pc.promCore::gencode::CT45A4::ENSG00000228836.4,0.6938253
gc19_pc.promCore::gencode::CT45A5::ENSG00000242284.3,0.7020754
gc19_pc.promCore::gencode::CXorf40B::ENSG00000197021.4,0.7170246
gc19_pc.promCore::gencode::CXorf48::ENSG00000169551.8,0.6938253
gc19_pc.promCore::gencode::DDX26B::ENSG00000165359.10,0.6938253
gc19_pc.promCore::gencode::FXR2::ENSG00000129245.7,0.66887313
gc19_pc.promCore::gencode::G6PD::ENSG00000160211.11,0.66829544
gc19_pc.promCore::gencode::GPR112::ENSG00000156920.6,0.7212869
gc19_pc.promCore::gencode::GPR50::ENSG00000102195.7,0.7049054
gc19_pc.promCore::gencode::HINT1::ENSG00000169567.7,0.67137074
gc19_pc.promCore::gencode::HSFX1::ENSG00000171116.7,0.7170246
gc19_pc.promCore::gencode::HSFX2::ENSG00000171129.7,0.7170246
gc19_pc.promCore::gencode::HTATSF1::ENSG00000102241.7,0.67851144
gc19_pc.promCore::gencode::IDS::ENSG00000241489.3,0.7170246
gc19_pc.promCore::gencode::IL17REL::ENSG00000188263.6,0.72461444
gc19_pc.promCore::gencode::IRF1::ENSG00000125347.9,0.6643441
gc19_pc.promCore::gencode::MAGEA8::ENSG00000156009.5,0.71868694
gc19_pc.promCore::gencode::MAGEA9::ENSG00000166008.5,0.7170246
gc19_pc.promCore::gencode::MAGEA9B::ENSG00000123584.7,0.7170246
gc19_pc.promCore::gencode::MMGT1::ENSG00000169446.4,0.6784037
gc19_pc.promCore::gencode::MTRNR2L3::ENSG00000256222.1,0.66369337
gc19_pc.promCore::gencode::MYCBPAP::ENSG00000136449.9,0.6651212
gc19_pc.promCore::gencode::N4BP2L1::ENSG00000139597.12,0.6627056
gc19_pc.promCore::gencode::NCOA6::ENSG00000198646.9,0.6710031
gc19_pc.promCore::gencode::NKRF::ENSG00000186416.8,0.6834454
gc19_pc.promCore::gencode::PAGE5::ENSG00000158639.7,0.6789975
gc19_pc.promCore::gencode::PDZD4::ENSG00000067840.8,0.67585593
gc19_pc.promCore::gencode::PJA1::ENSG00000181191.11,0.6887544
gc19_pc.promCore::gencode::POLA1::ENSG00000101868.6,0.66389406
gc19_pc.promCore::gencode::PPAN::ENSG00000130810.15,0.6748425
gc19_pc.promCore::gencode::PSG2::ENSG00000242221.4,0.67888737
gc19_pc.promCore::gencode::RNF133::ENSG00000188050.2,0.66147584
gc19_pc.promCore::gencode::SHROOM1::ENSG00000164403.10,0.67449576
gc19_pc.promCore::gencode::SLC22A5::ENSG00000197375.8,0.6693827
gc19_pc.promCore::gencode::SLC7A10::ENSG00000130876.7,0.67105865
gc19_pc.promCore::gencode::SLC9A6::ENSG00000198689.5,0.6784037
gc19_pc.promCore::gencode::SPANXN3::ENSG00000189252.4,0.6681912
gc19_pc.promCore::gencode::STX7::ENSG00000079950.9,0.68183887
gc19_pc.promCore::gencode::TAAR6::ENSG00000146383.7,0.68183887
gc19_pc.promCore::gencode::TAAR8::ENSG00000146385.1,0.68183887
gc19_pc.promCore::gencode::TNFRSF19::ENSG00000127863.11,0.66567343
gc19_pc.promCore::gencode::TUBA1A::ENSG00000167552.9,0.6667645
gc19_pc.promCore::gencode::TUBA4A::ENSG00000127824.9,0.6639025
gc19_pc.promCore::gencode::UBE2NL::ENSG00000102069.3,0.68783313
lncrna.ncrna::gencode::AC003985.1::ENSG00000233824.1,0.6832421
lncrna.ncrna::gencode::AC008163.4::ENSG00000234113.2,0.71045816
lncrna.ncrna::gencode::AC011525.4::ENSG00000267465.2,0.6689468
lncrna.ncrna::gencode::AC073316.1::ENSG00000236708.1,0.6676609
lncrna.ncrna::gencode::AC144831.1::ENSG00000261888.1,0.71637034
lncrna.ncrna::gencode::AFG3L1P::ENSG00000223959.4,0.69940096
lncrna.ncrna::gencode::CTB-11I22.2::ENSG00000253315.1,0.67676187
lncrna.ncrna::gencode::CTD-2308B18.1::ENSG00000251214.1,0.6780999
lncrna.ncrna::gencode::EGOT::ENSG00000235947.1,0.67126834
lncrna.ncrna::gencode::LINC-ROR::ENSG00000258609.1,0.68917733
lncrna.ncrna::gencode::LINC00609::ENSG00000257585.1,0.6824059
lncrna.ncrna::gencode::LINC00659::ENSG00000228705.1,0.6800526
lncrna.ncrna::gencode::LINC00924::ENSG00000259134.1,0.71246123
lncrna.ncrna::gencode::MYH16::ENSG00000002079.8,0.68751985
lncrna.ncrna::gencode::RP1-30E17.2::ENSG00000225689.1,0.7528075
lncrna.ncrna::gencode::RP11-1038A11.3::ENSG00000256417.1,0.68660605
lncrna.ncrna::gencode::RP11-11N9.4::ENSG00000247134.2,0.699564
lncrna.ncrna::gencode::RP11-123M6.2::ENSG00000258663.1,0.6800298
lncrna.ncrna::gencode::RP11-129M6.1::ENSG00000251363.2,0.6849706
lncrna.ncrna::gencode::RP11-150O12.1::ENSG00000253161.1,0.71432596
lncrna.ncrna::gencode::RP11-20A20.2::ENSG00000269957.1,0.70591486
lncrna.ncrna::gencode::RP11-279F6.1::ENSG00000245750.3,0.713585
lncrna.ncrna::gencode::RP11-412H8.2::ENSG00000258175.1,0.6890425
lncrna.ncrna::gencode::RP11-508M8.1::ENSG00000249365.1,0.6655369
lncrna.ncrna::gencode::RP11-513G11.4::ENSG00000225742.1,0.71929115
lncrna.ncrna::gencode::RP11-626P14.1::ENSG00000257845.1,0.68812793
lncrna.ncrna::gencode::RP11-67M9.1::ENSG00000254171.1,0.6981754
lncrna.ncrna::gencode::RP11-85K15.2::ENSG00000258704.1,0.66526526
lncrna.ncrna::gencode::RP11-91K9.1::ENSG00000231574.1,0.69430274
lncrna.ncrna::gencode::RP3-430N8.11::ENSG00000269987.1,0.6687045
lncrna.ncrna::gencode::ST3GAL6-AS1::ENSG00000239445.1,0.6838573
lncrna.ncrna::gencode::TUG1::ENSG00000253352.4,0.66840446
lncrna.ncrna::mitranscriptome::G002461::G002461,0.680284
lncrna.ncrna::mitranscriptome::G017467::G017467,0.6719907
lncrna.ncrna::mitranscriptome::G024261::G024261,0.6928167
lncrna.ncrna::mitranscriptome::G028990::G028990,0.6651663
lncrna.ncrna::mitranscriptome::G029025::G029025,0.70741117
lncrna.ncrna::mitranscriptome::G039343::G039343,0.66653776
lncrna.ncrna::mitranscriptome::G052483::G052483,0.6711481
lncrna.ncrna::mitranscriptome::G067572::G067572,0.67449576
lncrna.ncrna::mitranscriptome::G067811::G067811,0.6848742
lncrna.ncrna::mitranscriptome::G070978::G070978,0.68292946
lncrna.ncrna::mitranscriptome::G090166::G090166,0.6784037
lncrna.promCore::gencode::AC011525.4::ENSG00000267465.2,0.6778848
lncrna.promCore::gencode::AC034220.3::ENSG00000233006.2,0.6716704
lncrna.promCore::gencode::AFG3L1P::ENSG00000223959.4,0.69940096
lncrna.promCore::gencode::BHLHE40-AS1::ENSG00000235831.2,0.6628518
lncrna.promCore::gencode::MYH16::ENSG00000002079.8,0.6872359
lncrna.promCore::gencode::RP11-1038A11.3::ENSG00000256417.1,0.6888787
lncrna.promCore::gencode::RP11-321L2.1::ENSG00000231460.2,0.6630035
lncrna.promCore::gencode::RP11-402L5.1::ENSG00000253539.1,0.6607867
lncrna.promCore::gencode::RP11-513G11.4::ENSG00000225742.1,0.7103226
lncrna.promCore::mitranscriptome::G067567::G067567,0.6651664
lncrna.promCore::mitranscriptome::G090166::G090166,0.6784037
lncrna.ss::gencode::AC003985.1::ENSG00000233824.1,0.6832421
lncrna.ss::gencode::AC008163.4::ENSG00000234113.2,0.71045816
lncrna.ss::gencode::AC011525.4::ENSG00000267465.2,0.6778848
lncrna.ss::gencode::AFG3L1P::ENSG00000223959.4,0.69940096
lncrna.ss::gencode::CTB-11I22.2::ENSG00000253315.1,0.67676187
lncrna.ss::gencode::CTC-329D1.2::ENSG00000249637.1,0.664205
lncrna.ss::gencode::LINC00609::ENSG00000257585.1,0.68910766
lncrna.ss::gencode::LINC00659::ENSG00000228705.1,0.6609527
lncrna.ss::gencode::LINC00924::ENSG00000259134.1,0.71246123
lncrna.ss::gencode::MYH16::ENSG00000002079.8,0.68751985
lncrna.ss::gencode::RP1-30E17.2::ENSG00000225689.1,0.7528075
lncrna.ss::gencode::RP11-1038A11.3::ENSG00000256417.1,0.705693
lncrna.ss::gencode::RP11-11N9.4::ENSG00000247134.2,0.699564
lncrna.ss::gencode::RP11-123M6.2::ENSG00000258663.1,0.66331846
lncrna.ss::gencode::RP11-129M6.1::ENSG00000251363.2,0.6848341
lncrna.ss::gencode::RP11-150O12.1::ENSG00000253161.1,0.7021879
lncrna.ss::gencode::RP11-20A20.2::ENSG00000269957.1,0.70591486
lncrna.ss::gencode::RP11-279F6.1::ENSG00000245750.3,0.7130885
lncrna.ss::gencode::RP11-412H8.2::ENSG00000258175.1,0.6942734
lncrna.ss::gencode::RP11-508M8.1::ENSG00000249365.1,0.6655369
lncrna.ss::gencode::RP11-513G11.4::ENSG00000225742.1,0.7190339
lncrna.ss::gencode::RP11-626P14.1::ENSG00000257845.1,0.68812793
lncrna.ss::gencode::RP11-67M9.1::ENSG00000254171.1,0.7008634
lncrna.ss::gencode::RP11-85K15.2::ENSG00000258704.1,0.6704515
lncrna.ss::gencode::RP11-91K9.1::ENSG00000231574.1,0.6955535
lncrna.ss::gencode::RP5-1198O20.4::ENSG00000230615.2,0.67253006
lncrna.ss::gencode::RP5-887A10.1::ENSG00000234184.1,0.6665153
lncrna.ss::gencode::ST3GAL6-AS1::ENSG00000239445.1,0.6635191
lncrna.ss::mitranscriptome::G002461::G002461,0.6986179
lncrna.ss::mitranscriptome::G009158::G009158,0.67818505
lncrna.ss::mitranscriptome::G018712::G018712,0.704286
lncrna.ss::mitranscriptome::G024261::G024261,0.6928167
lncrna.ss::mitranscriptome::G029025::G029025,0.70373076
lncrna.ss::mitranscriptome::G036477::G036477,0.7035617
lncrna.ss::mitranscriptome::G081976::G081976,0.67811567
lncrna.ss::mitranscriptome::G090166::G090166,0.6784037
mirna_mat::mirbase_mature::hsa-miR-2114-3p::MIMAT0011157,0.7114651
mirna_mat::mirbase_mature::hsa-miR-2114-5p::MIMAT0011156,0.71455747
mirna_mat::mirbase_mature::hsa-miR-4330::MIMAT0016924,0.7057149
mirna_mat::mirbase_mature::hsa-miR-508-5p::MIMAT0004778,0.66276336
mirna_mat::mirbase_mature::hsa-miR-509-3p::MIMAT0002881,0.67262864
mirna_mat::mirbase_mature::hsa-miR-514a-3p::MIMAT0002883,0.67633796
mirna_mat::mirbase_mature::hsa-miR-514a-3p::MIMAT0002883_2,0.67633796
mirna_mat::mirbase_mature::hsa-miR-514a-5p::MIMAT0022702_1,0.67633796
mirna_mat::mirbase_mature::hsa-miR-514a-5p::MIMAT0022702_2,0.67633796
mirna_mat::mirbase_mature::hsa-miR-514b-5p::MIMAT0015087,0.70642847
mirna_mat::mirbase_mature::hsa-miR-891a-3p::MIMAT0026717,0.67501074
mirna_mat::mirbase_mature::hsa-miR-891a-5p::MIMAT0004902,0.67501074
mirna_mat::mirbase_mature::hsa-miR-891b::MIMAT0004913,0.6964218
mirna_mat::mirbase_mature::hsa-miR-934::MIMAT0004977,0.6740125
mirna_pre::mirbase_pre::hsa-mir-2114::MI0010633,0.71167797
mirna_pre::mirbase_pre::hsa-mir-4330::MI0015902,0.7049054
mirna_pre::mirbase_pre::hsa-mir-509-3::MI0005717,0.6641988
mirna_pre::mirbase_pre::hsa-mir-510::MI0003197,0.6647718
mirna_pre::mirbase_pre::hsa-mir-513b::MI0006648,0.68465596
mirna_pre::mirbase_pre::hsa-mir-514a-2::MI0003199,0.67633796
mirna_pre::mirbase_pre::hsa-mir-514a-3::MI0003200,0.67633796
mirna_pre::mirbase_pre::hsa-mir-587::MI0003595,0.66323406
mirna_pre::mirbase_pre::hsa-mir-891a::MI0005524,0.67501074
mirna_pre::mirbase_pre::hsa-mir-934::MI0005756,0.66874224
smallrna.ncrna::gencode::5S_rRNA::ENSG00000212595.1,0.7049054
smallrna.ncrna::gencode::RN7SKP149::ENSG00000199878.1,0.67771935
smallrna.ncrna::gencode::RN7SKP189::ENSG00000201912.1,0.6869979
smallrna.ncrna::gencode::RN7SKP267::ENSG00000222313.1,0.7051997
smallrna.ncrna::gencode::RN7SKP81::ENSG00000202473.1,0.67771935
smallrna.ncrna::gencode::RN7SL2::ENSG00000265150.1,0.6705315
smallrna.ncrna::gencode::RNU6-248P::ENSG00000222652.1,0.7261878
smallrna.ncrna::gencode::RNU6-320P::ENSG00000252320.1,0.66874224
smallrna.ncrna::gencode::RNU6-383P::ENSG00000222796.1,0.69102466
smallrna.ncrna::gencode::RNU7-98P::ENSG00000251797.1,0.7114935
smallrna.ncrna::gencode::SCARNA23::ENSG00000251869.1,0.66389406
smallrna.ncrna::gencode::SNORA31::ENSG00000252888.1,0.6725433
smallrna.ncrna::gencode::SNORD105::ENSG00000209645.1,0.6748425
smallrna.ncrna::gencode::U3::ENSG00000212434.1,0.74384737
smallrna.ncrna::gencode::Y_RNA::ENSG00000199424.1,0.66874224
smallrna.ncrna::gencode::snoU13::ENSG00000238486.1,0.66587543
smallrna.ncrna::gencode::snoU13::ENSG00000239080.1,0.672544
smallrna.ncrna::rfam::CDKN2B-AS_3::RF02045.1.4410,0.6712936
smallrna.ncrna::rfam::Histone3::RF00032.1.8381,0.66389406
smallrna.ncrna::rfam::Metazoa_SRP::RF00017.35.8739,0.70669526
smallrna.ncrna::rfam::RSV_RNA::RF01417.19.8734,0.7170246
smallrna.ncrna::rfam::RSV_RNA::RF01417.20.8735,0.7170246
smallrna.ncrna::rfam::mir-548::RF01061.25.8694,0.6938253
smallrna.ncrna::rfam::mir-548::RF01061.27.8733,0.7083635
smallrna.ncrna::rfam::mir-548::RF01061.28.8736,0.7105572
smallrna.ncrna::rfam::mir-684::RF00876.2.8726,0.67633796
smallrna.ncrna::rfam::tRNA::RF00005.29.8718,0.6750967
smallrna.ncrna::rfam::tRNA::RF00005.30.8719,0.6681912
smallrna.ncrna::rfam::tRNA::RF00005.31.8720,0.6681912
