geneid,score,index_i
gc19_pc.promCore::gencode::ZNF135::ENSG00000176293.15,0.5262387,88977
gc19_pc.promCore::gencode::ZNF248::ENSG00000198105.7,0.39693904,89039
gc19_pc.promCore::gencode::ZNF26::ENSG00000198393.3,0.398302,89055
gc19_pc.promCore::gencode::ZNF274::ENSG00000171606.13,0.45785058,89057
gc19_pc.promCore::gencode::ZNF329::ENSG00000181894.10,0.5035679,89091
gc19_pc.promCore::gencode::ZNF33B::ENSG00000196693.10,0.46559313,89100
gc19_pc.promCore::gencode::ZNF519::ENSG00000175322.7,0.5466122,89209
gc19_pc.promCore::gencode::ZNF571::ENSG00000180479.9,0.4199609,89249
gc19_pc.promCore::gencode::ZNF595::ENSG00000197701.7,0.4355275,89273
gc19_pc.promCore::gencode::ZNF596::ENSG00000172748.8,0.45785058,89274
gc19_pc.promCore::gencode::ZNF605::ENSG00000196458.6,0.398302,89279
gc19_pc.promCore::gencode::ZNF606::ENSG00000166704.7,0.5262387,89280
gc19_pc.promCore::gencode::ZNF732::ENSG00000186777.7,0.6552301,89377
gc19_pc.promCore::gencode::ZSCAN1::ENSG00000152467.5,0.5262387,89498
lncrna.ncrna::gencode::AC093627.9::ENSG00000242474.1,0.4355275,89779
lncrna.ncrna::gencode::AC144831.1::ENSG00000261888.1,0.45588902,89829
lncrna.ncrna::gencode::AC147651.4::ENSG00000237181.1,0.41091734,89830
lncrna.ncrna::gencode::AC147651.5::ENSG00000229380.1,0.41091734,89831
lncrna.ncrna::gencode::GATA6-AS1::ENSG00000266010.1,0.41091734,90229
lncrna.ncrna::gencode::MIR1302-9::ENSG00000267588.2,0.45785058,90460
lncrna.ncrna::gencode::RP11-1055B8.4::ENSG00000262877.3,0.41091734,90669
lncrna.ncrna::gencode::RP11-162G10.5::ENSG00000236514.1,0.39693904,90800
lncrna.ncrna::gencode::RP11-627G18.1::ENSG00000266283.1,0.45588902,91592
lncrna.ncrna::gencode::RP11-627G18.2::ENSG00000264012.1,0.41091734,91593
lncrna.ncrna::mitranscriptome::G007930::G007930,0.5466122,92509
lncrna.ncrna::mitranscriptome::G036099::G036099,0.48006445,93386
lncrna.ncrna::mitranscriptome::G036102::G036102,0.48006445,93387
lncrna.promCore::gencode::AC093627.10::ENSG00000240859.1,0.41181844,95353
lncrna.promCore::gencode::AC144831.1::ENSG00000261888.1,0.41091734,95403
lncrna.promCore::gencode::AC147651.4::ENSG00000237181.1,0.41091734,95404
lncrna.promCore::gencode::AC147651.5::ENSG00000229380.1,0.41091734,95405
lncrna.promCore::gencode::GATA6-AS1::ENSG00000266010.1,0.41091734,95801
lncrna.promCore::gencode::MIR1302-9::ENSG00000267588.2,0.45785058,96029
lncrna.promCore::gencode::RP11-1055B8.4::ENSG00000262877.3,0.41091734,96231
lncrna.promCore::gencode::RP11-505E24.2::ENSG00000259755.1,0.41091734,96969
lncrna.promCore::gencode::RP11-627G18.1::ENSG00000266283.1,0.41091734,97134
lncrna.promCore::gencode::RP11-627G18.2::ENSG00000264012.1,0.41091734,97135
lncrna.promCore::gencode::RP5-857K21.4::ENSG00000230021.3,0.5894565,97532
lncrna.promCore::mitranscriptome::G007930::G007930,0.5466122,98011
lncrna.promCore::mitranscriptome::G036099::G036099,0.41091734,98852
lncrna.promCore::mitranscriptome::G036102::G036102,0.41091734,98853
lncrna.promCore::mitranscriptome::G051403::G051403,0.3709708,99356
lncrna.ss::gencode::AC093627.10::ENSG00000240859.1,0.4355275,100720
lncrna.ss::gencode::AC093627.9::ENSG00000242474.1,0.4355275,100721
lncrna.ss::gencode::AC147651.4::ENSG00000237181.1,0.41091734,100770
lncrna.ss::gencode::AC147651.5::ENSG00000229380.1,0.41091734,100771
lncrna.ss::gencode::GATA6-AS1::ENSG00000266010.1,0.41091734,101108
lncrna.ss::gencode::MIR1302-9::ENSG00000267588.2,0.45785058,101311
lncrna.ss::gencode::RP11-1055B8.4::ENSG00000262877.3,0.41091734,101485
lncrna.ss::gencode::RP11-162G10.5::ENSG00000236514.1,0.39693904,101590
lncrna.ss::gencode::RP11-627G18.1::ENSG00000266283.1,0.41091734,102193
lncrna.ss::gencode::RP11-627G18.2::ENSG00000264012.1,0.41091734,102194
lncrna.ss::mitranscriptome::G007930::G007930,0.61476386,102902
lncrna.ss::mitranscriptome::G036099::G036099,0.48006445,103567
lncrna.ss::mitranscriptome::G036102::G036102,0.41091734,103568
mirna.prom::chr17:79374514-79374914_2::NA::NA,0.41091734,105268
mirna.prom::chr22:18484146-18484432_2::NA::NA,0.41091734,105487
mirna.prom::chr5:180479839-180480048_1::NA::NA,0.45785058,105679
mirna_mat::mirbase_mature::hsa-miR-1302::MIMAT0005890_3,0.45785058,106117
mirna_mat::mirbase_mature::hsa-miR-4740-3p::MIMAT0019870,0.41091734,107356
mirna_mat::mirbase_mature::hsa-miR-4740-5p::MIMAT0019869,0.41091734,107357
mirna_mat::mirbase_mature::hsa-miR-648::MIMAT0003318,0.41091734,108029
mirna_mat::mirbase_mature::hsa-miR-8089::MIMAT0031016,0.45785058,108618
mirna_pre::mirbase_pre::hsa-mir-1302-10::MI0015979,0.45785058,108840
mirna_pre::mirbase_pre::hsa-mir-4740::MI0017378,0.41091734,109711
mirna_pre::mirbase_pre::hsa-mir-648::MI0003663,0.41091734,110171
mirna_pre::mirbase_pre::hsa-mir-8089::MI0025925,0.45785058,110515
smallrna.ncrna::gencode::RN7SL412P::ENSG00000264949.1,0.41091734,111251
smallrna.ncrna::gencode::RN7SL526P::ENSG00000243642.2,0.5262387,111375
smallrna.ncrna::gencode::RNU4ATAC12P::ENSG00000252269.1,0.398302,112551
smallrna.ncrna::gencode::RNU6-1036P::ENSG00000206686.1,0.45785058,112636
smallrna.ncrna::gencode::RNU6-1100P::ENSG00000222623.1,0.45785058,112707
smallrna.ncrna::gencode::RNU6-1170P::ENSG00000251783.1,0.39693904,112783
smallrna.ncrna::gencode::RNU6-1199P::ENSG00000223181.1,0.5894565,112813
smallrna.ncrna::gencode::RNU6-1327P::ENSG00000202172.1,0.4607485,112953
smallrna.ncrna::gencode::RNU6-316P::ENSG00000212329.1,0.5466122,113165
smallrna.ncrna::gencode::RNU6-355P::ENSG00000222359.1,0.45785058,113206
smallrna.ncrna::gencode::RNU6-621P::ENSG00000201622.1,0.41091734,113499
smallrna.ncrna::gencode::RNU6-702P::ENSG00000201852.1,0.41091734,113587
smallrna.ncrna::gencode::RNU6-705P::ENSG00000222533.1,0.41091734,113590
smallrna.ncrna::gencode::RNU6-821P::ENSG00000212297.1,0.41091734,113719
smallrna.ncrna::gencode::RNU6ATAC20P::ENSG00000221363.1,0.41091734,113911
smallrna.ncrna::gencode::RNU7-192P::ENSG00000252275.1,0.5466122,114033
smallrna.ncrna::gencode::SNORD23::ENSG00000221139.1,0.41091734,114845
smallrna.ncrna::gencode::snoU13::ENSG00000238491.1,0.41091734,116022
smallrna.ncrna::gencode::snoU13::ENSG00000238502.1,0.41091734,116028
smallrna.ncrna::gencode::snoU13::ENSG00000238665.1,0.41091734,116104
smallrna.ncrna::rfam::DGCR5::RF02098.1.8158,0.41091734,116516
smallrna.ncrna::rfam::Metazoa_SRP::RF00017.49.7847,0.5262387,116892
smallrna.ncrna::rfam::RSV_RNA::RF01417.1.2087,0.5894565,117013
smallrna.ncrna::rfam::RSV_RNA::RF01417.1.8071,0.45785058,117030
smallrna.ncrna::rfam::RSV_RNA::RF01417.1.8157,0.41091734,117031
smallrna.ncrna::rfam::RSV_RNA::RF01417.2.4800,0.39693904,117160
smallrna.ncrna::rfam::RSV_RNA::RF01417.3.4801,0.39693904,117234
smallrna.ncrna::rfam::tRNA::RF00005.10.7683,0.55101985,118448
smallrna.ncrna::rfam::tRNA::RF00005.11.7684,0.55101985,118457
