geneid,score,index_i
enhancers::chr2:171516800-171517400::NA::NA,0.7565922,15528
enhancers::chr3:115709000-115710200::NA::NA,0.79600835,17664
enhancers::chr3:118703600-118707600::NA::NA,0.7690965,17717
enhancers::chr3:121818600-121819800::NA::NA,0.770442,17769
enhancers::chr3:51176800-51177800::NA::NA,0.770442,19296
enhancers::chr3:58993000-58993600::NA::NA,0.7690965,19425
enhancers::chr3:64533600-64534600::NA::NA,0.770442,19457
enhancers::chr3:81659200-81659800::NA::NA,0.770442,19579
enhancers::chr3:81726200-81727000::NA::NA,0.770442,19580
enhancers::chr3:81742000-81744000::NA::NA,0.770442,19581
enhancers::chr3:97604600-97605800::NA::NA,0.8448487,19660
enhancers::chr3:97661400-97662600::NA::NA,0.8448487,19661
enhancers::chr3:97671000-97674200::NA::NA,0.8448487,19662
enhancers::chr4:144409800-144410600::NA::NA,0.8448487,20278
enhancers::chr4:144452400-144453200::NA::NA,0.8448487,20279
enhancers::chr4:26828800-26831400::NA::NA,0.770442,20771
enhancers::chr4:69147000-69149400::NA::NA,0.8448487,21104
enhancers::chr4:69149600-69150200::NA::NA,0.8448487,21105
enhancers::chr4:69153600-69154400::NA::NA,0.8448487,21106
enhancers::chr5:110105600-110106400::NA::NA,0.770442,21706
enhancers::chr5:160052600-160053200::NA::NA,0.770442,22463
enhancers::chr5:160065000-160066200::NA::NA,0.770442,22464
enhancers::chr5:160078800-160079400::NA::NA,0.770442,22465
enhancers::chr5:16378400-16380600::NA::NA,0.7065935,22489
enhancers::chr5:79440600-79443800::NA::NA,0.737997,23372
enhancers::chr6:14559800-14561000::NA::NA,0.74687505,24428
enhancers::chr6:24250400-24252400::NA::NA,0.7756212,24764
enhancers::chr7:143952600-143953600::NA::NA,0.8448487,26206
enhancers::chr7:42690200-42691200::NA::NA,0.73684186,26665
enhancers::chr9:107502800-107503600::NA::NA,0.91277385,28664
enhancers::chr9:107557200-107558000::NA::NA,0.91277385,28665
enhancers::chr9:107559200-107560800::NA::NA,0.91277385,28666
enhancers::chr9:107564600-107565200::NA::NA,0.91277385,28667
enhancers::chr9:107570600-107571200::NA::NA,0.91277385,28668
enhancers::chr9:107578000-107579800::NA::NA,0.91277385,28669
enhancers::chr9:107588600-107589400::NA::NA,0.91277385,28670
enhancers::chr9:13507600-13508400::NA::NA,0.8146675,29101
enhancers::chr9:13596200-13597600::NA::NA,0.8146675,29116
gc19_pc.3utr::gencode::ABCA1::ENSG00000165029.11,0.91277385,30848
gc19_pc.3utr::gencode::AC007405.2::ENSG00000222033.1,0.7565922,30956
gc19_pc.3utr::gencode::ADAMTS9::ENSG00000163638.9,0.770442,31249
gc19_pc.3utr::gencode::ARHGAP44::ENSG00000006740.12,0.8448487,31985
gc19_pc.3utr::gencode::CAPS2::ENSG00000180881.15,0.7412538,33507
gc19_pc.3utr::gencode::CC2D2B::ENSG00000188649.7,0.79600835,33603
gc19_pc.3utr::gencode::CD86::ENSG00000114013.11,0.770442,33931
gc19_pc.3utr::gencode::CLGN::ENSG00000153132.8,0.8448487,34450
gc19_pc.3utr::gencode::COL11A1::ENSG00000060718.14,0.7888185,34612
gc19_pc.3utr::gencode::CRYBG3::ENSG00000080200.5,0.8448487,34870
gc19_pc.3utr::gencode::CTAGE8::ENSG00000244693.1,0.8448487,34976
gc19_pc.3utr::gencode::CYP2C8::ENSG00000138115.9,0.7690965,35192
gc19_pc.3utr::gencode::CYP2C9::ENSG00000138109.9,0.7690965,35193
gc19_pc.3utr::gencode::DCDC2::ENSG00000146038.7,0.7232544,35313
gc19_pc.3utr::gencode::DRAM2::ENSG00000156171.10,0.8345238,35804
gc19_pc.3utr::gencode::DTNBP1::ENSG00000047579.15,0.71183956,35845
gc19_pc.3utr::gencode::ELAC2::ENSG00000006744.14,0.8448487,36120
gc19_pc.3utr::gencode::FMO5::ENSG00000131781.8,0.8448487,37100
gc19_pc.3utr::gencode::FREM3::ENSG00000183090.5,0.8448487,37197
gc19_pc.3utr::gencode::HAO2::ENSG00000116882.10,0.8146675,38140
gc19_pc.3utr::gencode::HSD3B2::ENSG00000203859.5,0.8146675,38598
gc19_pc.3utr::gencode::JARID2::ENSG00000008083.9,0.71183956,39179
gc19_pc.3utr::gencode::KIF16B::ENSG00000089177.13,0.770442,39488
gc19_pc.3utr::gencode::LINGO2::ENSG00000174482.6,0.7412538,40068
gc19_pc.3utr::gencode::METTL13::ENSG00000010165.15,0.8345238,40776
gc19_pc.3utr::gencode::MINA::ENSG00000170854.13,0.8448487,40884
gc19_pc.3utr::gencode::MYH2::ENSG00000125414.14,0.7412538,41372
gc19_pc.3utr::gencode::MYO18B::ENSG00000133454.11,0.7412538,41402
gc19_pc.3utr::gencode::MYOC::ENSG00000034971.10,0.7565922,41422
gc19_pc.3utr::gencode::NIPSNAP3A::ENSG00000136783.9,0.91277385,41792
gc19_pc.3utr::gencode::NIPSNAP3B::ENSG00000165028.7,0.91277385,41793
gc19_pc.3utr::gencode::OR14I1::ENSG00000189181.3,0.7412538,42333
gc19_pc.3utr::gencode::OR2A7::ENSG00000243896.3,0.8448487,42355
gc19_pc.3utr::gencode::OR4F17::ENSG00000176695.5,0.7412538,42405
gc19_pc.3utr::gencode::PITX2::ENSG00000164093.11,0.770442,43251
gc19_pc.3utr::gencode::PLCB4::ENSG00000101333.12,0.770442,43325
gc19_pc.3utr::gencode::PRKAB2::ENSG00000131791.6,0.8448487,43832
gc19_pc.3utr::gencode::RAB27A::ENSG00000069974.11,0.8448487,44275
gc19_pc.3utr::gencode::RP11-215A19.2::ENSG00000272297.1,0.8445009,44982
gc19_pc.3utr::gencode::RP11-542P2.1::ENSG00000205301.7,0.8448487,45051
gc19_pc.3utr::gencode::RSL24D1::ENSG00000137876.5,0.8448487,45291
gc19_pc.3utr::gencode::SCOC::ENSG00000153130.13,0.8448487,45526
gc19_pc.3utr::gencode::SERINC5::ENSG00000164300.11,0.737997,45680
gc19_pc.3utr::gencode::SLC2A13::ENSG00000151229.8,0.770442,46139
gc19_pc.3utr::gencode::SLC6A5::ENSG00000165970.7,0.8146675,46296
gc19_pc.3utr::gencode::SMARCA5::ENSG00000153147.5,0.8448487,46390
gc19_pc.3utr::gencode::SP5::ENSG00000204335.3,0.7565922,46622
gc19_pc.3utr::gencode::ST6GALNAC5::ENSG00000117069.10,0.8448487,46930
gc19_pc.3utr::gencode::TMX4::ENSG00000125827.4,0.8345238,48060
gc19_pc.3utr::gencode::TRIM36::ENSG00000152503.5,0.770442,48318
gc19_pc.3utr::gencode::VAMP4::ENSG00000117533.10,0.7565922,48970
gc19_pc.3utr::gencode::WRN::ENSG00000165392.5,0.770442,49278
gc19_pc.3utr::gencode::YTHDC1::ENSG00000083896.8,0.8448487,49383
gc19_pc.3utr::gencode::ZNF44::ENSG00000197857.9,0.8448487,49822
gc19_pc.5utr::gencode::AC007405.2::ENSG00000222033.1,0.7565922,50328
gc19_pc.5utr::gencode::CC2D2B::ENSG00000188649.7,0.79600835,52945
gc19_pc.5utr::gencode::CEPT1::ENSG00000134255.9,0.8345238,53508
gc19_pc.5utr::gencode::CLGN::ENSG00000153132.8,0.8448487,53782
gc19_pc.5utr::gencode::CRYBG3::ENSG00000080200.5,0.8448487,54202
gc19_pc.5utr::gencode::CTAGE8::ENSG00000244693.1,0.8448487,54309
gc19_pc.5utr::gencode::CYP2C8::ENSG00000138115.9,0.79600835,54528
gc19_pc.5utr::gencode::DCDC2::ENSG00000146038.7,0.7232544,54650
gc19_pc.5utr::gencode::DRAM2::ENSG00000156171.10,0.8345238,55135
gc19_pc.5utr::gencode::FMO5::ENSG00000131781.8,0.8448487,56421
gc19_pc.5utr::gencode::GUCY2C::ENSG00000070019.3,0.770442,57397
gc19_pc.5utr::gencode::HAO1::ENSG00000101323.4,0.8345238,57453
gc19_pc.5utr::gencode::HAO2::ENSG00000116882.10,0.8146675,57454
gc19_pc.5utr::gencode::HSD3B2::ENSG00000203859.5,0.8146675,57893
gc19_pc.5utr::gencode::HYDIN::ENSG00000157423.13,0.7151648,57974
gc19_pc.5utr::gencode::KCNC2::ENSG00000166006.8,0.7412538,58544
gc19_pc.5utr::gencode::LAMP5::ENSG00000125869.5,0.770442,59134
gc19_pc.5utr::gencode::METTL13::ENSG00000010165.15,0.8345238,60045
gc19_pc.5utr::gencode::MGAT5::ENSG00000152127.4,0.79600835,60107
gc19_pc.5utr::gencode::MICU3::ENSG00000155970.7,0.729404,60135
gc19_pc.5utr::gencode::MINA::ENSG00000170854.13,0.8448487,60149
gc19_pc.5utr::gencode::MPHOSPH6::ENSG00000135698.5,0.770442,60290
gc19_pc.5utr::gencode::MYH1::ENSG00000109061.9,0.7412538,60634
gc19_pc.5utr::gencode::MYH2::ENSG00000125414.14,0.7412538,60635
gc19_pc.5utr::gencode::MYOC::ENSG00000034971.10,0.7565922,60687
gc19_pc.5utr::gencode::NELL1::ENSG00000165973.13,0.8146675,60958
gc19_pc.5utr::gencode::NIPSNAP3A::ENSG00000136783.9,0.91277385,61053
gc19_pc.5utr::gencode::NIPSNAP3B::ENSG00000165028.7,0.91277385,61054
gc19_pc.5utr::gencode::OR14I1::ENSG00000189181.3,0.7412538,61590
gc19_pc.5utr::gencode::OR2A7::ENSG00000243896.3,0.8448487,61609
gc19_pc.5utr::gencode::OR4F17::ENSG00000176695.5,0.7412538,61662
gc19_pc.5utr::gencode::PAK7::ENSG00000101349.12,0.8146675,61932
gc19_pc.5utr::gencode::PITX2::ENSG00000164093.11,0.770442,62474
gc19_pc.5utr::gencode::PRKAB2::ENSG00000131791.6,0.8448487,63048
gc19_pc.5utr::gencode::RP11-248J23.6::ENSG00000269948.1,0.8412197,64202
gc19_pc.5utr::gencode::RSL24D1::ENSG00000137876.5,0.8448487,64509
gc19_pc.5utr::gencode::SEZ6L::ENSG00000100095.14,0.7412538,64959
gc19_pc.5utr::gencode::SLC6A5::ENSG00000165970.7,0.8146675,65508
gc19_pc.5utr::gencode::SMARCA5::ENSG00000153147.5,0.8448487,65601
gc19_pc.5utr::gencode::SP5::ENSG00000204335.3,0.7565922,65829
gc19_pc.5utr::gencode::STIM2::ENSG00000109689.10,0.770442,66191
gc19_pc.5utr::gencode::TMPRSS11B::ENSG00000185873.7,0.8448487,67233
gc19_pc.5utr::gencode::VAMP4::ENSG00000117533.10,0.8345238,68160
gc19_pc.promCore::gencode::AC007405.2::ENSG00000222033.1,0.7565922,69543
gc19_pc.promCore::gencode::AC010760.1::ENSG00000269182.1,0.770442,69583
gc19_pc.promCore::gencode::CC2D2B::ENSG00000188649.7,0.79600835,72459
gc19_pc.promCore::gencode::CEPT1::ENSG00000134255.9,0.8345238,73032
gc19_pc.promCore::gencode::CLGN::ENSG00000153132.8,0.8448487,73313
gc19_pc.promCore::gencode::CRYBG3::ENSG00000080200.5,0.8448487,73736
gc19_pc.promCore::gencode::CTAGE8::ENSG00000244693.1,0.8448487,73843
gc19_pc.promCore::gencode::CYP2C8::ENSG00000138115.9,0.79600835,74083
gc19_pc.promCore::gencode::DCDC2::ENSG00000146038.7,0.7232544,74205
gc19_pc.promCore::gencode::DRAM2::ENSG00000156171.10,0.8345238,74711
gc19_pc.promCore::gencode::FMO5::ENSG00000131781.8,0.8448487,76020
gc19_pc.promCore::gencode::FOXB2::ENSG00000204612.1,0.8146675,76058
gc19_pc.promCore::gencode::GUCY2C::ENSG00000070019.3,0.770442,77031
gc19_pc.promCore::gencode::HAO1::ENSG00000101323.4,0.8345238,77089
gc19_pc.promCore::gencode::HAO2::ENSG00000116882.10,0.8146675,77090
gc19_pc.promCore::gencode::HSD3B2::ENSG00000203859.5,0.8146675,77554
gc19_pc.promCore::gencode::HYDIN::ENSG00000157423.13,0.7151648,77637
gc19_pc.promCore::gencode::IGSF11::ENSG00000144847.8,0.7690965,77783
gc19_pc.promCore::gencode::KCNC2::ENSG00000166006.8,0.7412538,78217
gc19_pc.promCore::gencode::LAMP5::ENSG00000125869.5,0.770442,78831
gc19_pc.promCore::gencode::METTL13::ENSG00000010165.15,0.8345238,79765
gc19_pc.promCore::gencode::MGAT5::ENSG00000152127.4,0.79600835,79831
gc19_pc.promCore::gencode::MICU3::ENSG00000155970.7,0.729404,79860
gc19_pc.promCore::gencode::MINA::ENSG00000170854.13,0.8448487,79875
gc19_pc.promCore::gencode::MPHOSPH6::ENSG00000135698.5,0.770442,80020
gc19_pc.promCore::gencode::MYH1::ENSG00000109061.9,0.7412538,80384
gc19_pc.promCore::gencode::MYH2::ENSG00000125414.14,0.7412538,80385
gc19_pc.promCore::gencode::MYOC::ENSG00000034971.10,0.7565922,80437
gc19_pc.promCore::gencode::NELL1::ENSG00000165973.13,0.8146675,80713
gc19_pc.promCore::gencode::NIPSNAP3A::ENSG00000136783.9,0.91277385,80811
gc19_pc.promCore::gencode::NIPSNAP3B::ENSG00000165028.7,0.91277385,80812
gc19_pc.promCore::gencode::OR14I1::ENSG00000189181.3,0.7412538,81386
gc19_pc.promCore::gencode::OR2A42::ENSG00000212807.1,0.8448487,81420
gc19_pc.promCore::gencode::OR2A7::ENSG00000243896.3,0.8448487,81423
gc19_pc.promCore::gencode::OR2T27::ENSG00000187701.3,0.7412538,81465
gc19_pc.promCore::gencode::OR2T35::ENSG00000177151.3,0.7412538,81470
gc19_pc.promCore::gencode::OR4F17::ENSG00000176695.5,0.7412538,81510
gc19_pc.promCore::gencode::PITX2::ENSG00000164093.11,0.770442,82444
gc19_pc.promCore::gencode::PRKAB2::ENSG00000131791.6,0.8448487,83034
gc19_pc.promCore::gencode::RP11-248J23.6::ENSG00000269948.1,0.8412197,84223
gc19_pc.promCore::gencode::RP11-542P2.1::ENSG00000205301.7,0.8448487,84300
gc19_pc.promCore::gencode::RSL24D1::ENSG00000137876.5,0.8448487,84565
gc19_pc.promCore::gencode::SEZ6L::ENSG00000100095.14,0.7412538,85027
gc19_pc.promCore::gencode::SLC6A5::ENSG00000165970.7,0.8146675,85584
gc19_pc.promCore::gencode::SMARCA5::ENSG00000153147.5,0.8448487,85679
gc19_pc.promCore::gencode::SP5::ENSG00000204335.3,0.7565922,85911
gc19_pc.promCore::gencode::TMPRSS11B::ENSG00000185873.7,0.8448487,87344
gc19_pc.promCore::gencode::VAMP4::ENSG00000117533.10,0.8345238,88309
gc19_pc.promCore::gencode::XKR3::ENSG00000172967.7,0.7412538,88654
gc19_pc.promCore::gencode::YTHDC1::ENSG00000083896.8,0.8448487,88723
lncrna.ncrna::gencode::ADAMTS9-AS1::ENSG00000241158.2,0.770442,89838
lncrna.ncrna::gencode::CTA-796E4.4::ENSG00000229770.1,0.7412538,89977
lncrna.ncrna::gencode::CTC-348L5.1::ENSG00000253687.1,0.770442,90031
lncrna.ncrna::gencode::CTC-458I2.2::ENSG00000251675.1,0.737997,90044
lncrna.ncrna::gencode::GUSBP5::ENSG00000236296.3,0.8448487,90252
lncrna.ncrna::gencode::RP11-293A21.1::ENSG00000240005.1,0.770442,90996
lncrna.ncrna::gencode::RP11-298D21.2::ENSG00000259914.1,0.770442,91010
lncrna.ncrna::gencode::SMARCA5-AS1::ENSG00000245112.2,0.8448487,92082
lncrna.ncrna::gencode::XX-CR54.1::ENSG00000229703.2,0.7412538,92187
lncrna.ncrna::mitranscriptome::G004213::G004213,0.7412538,92398
lncrna.ncrna::mitranscriptome::G030771::G030771,0.7412538,93210
lncrna.ncrna::mitranscriptome::G062457::G062457,0.770442,94274
lncrna.ncrna::mitranscriptome::G062459::G062459,0.770442,94275
lncrna.ncrna::mitranscriptome::G083905::G083905,0.8146675,94943
lncrna.ncrna::mitranscriptome::G086044::G086044,0.91277385,95006
lncrna.promCore::gencode::ADAMTS9-AS1::ENSG00000241158.2,0.770442,95412
lncrna.promCore::gencode::CTA-796E4.4::ENSG00000229770.1,0.7412538,95549
lncrna.promCore::gencode::CTC-348L5.1::ENSG00000253687.1,0.770442,95601
lncrna.promCore::gencode::CTC-458I2.2::ENSG00000251675.1,0.737997,95614
lncrna.promCore::gencode::GUSBP5::ENSG00000236296.3,0.8448487,95823
lncrna.promCore::gencode::RP11-293A21.1::ENSG00000240005.1,0.770442,96551
lncrna.promCore::gencode::RP11-298D21.2::ENSG00000259914.1,0.770442,96563
lncrna.promCore::gencode::RP11-554K11.2::ENSG00000225233.1,0.7281267,97046
lncrna.promCore::gencode::SMARCA5-AS1::ENSG00000245112.2,0.8448487,97594
lncrna.promCore::gencode::XX-CR54.1::ENSG00000229703.2,0.7412538,97697
lncrna.promCore::mitranscriptome::G004213::G004213,0.7412538,97906
lncrna.promCore::mitranscriptome::G030771::G030771,0.7412538,98686
lncrna.promCore::mitranscriptome::G062457::G062457,0.770442,99686
lncrna.promCore::mitranscriptome::G062459::G062459,0.770442,99687
lncrna.promCore::mitranscriptome::G083905::G083905,0.8146675,100325
lncrna.promCore::mitranscriptome::G086044::G086044,0.91277385,100383
lncrna.ss::gencode::ADAMTS9-AS1::ENSG00000241158.2,0.770442,100777
lncrna.ss::gencode::CTA-796E4.4::ENSG00000229770.1,0.7412538,100895
lncrna.ss::gencode::CTC-348L5.1::ENSG00000253687.1,0.770442,100945
lncrna.ss::gencode::CTC-458I2.2::ENSG00000251675.1,0.737997,100956
lncrna.ss::gencode::GUSBP5::ENSG00000236296.3,0.8448487,101129
lncrna.ss::gencode::RP11-293A21.1::ENSG00000240005.1,0.770442,101739
lncrna.ss::gencode::SMARCA5-AS1::ENSG00000245112.2,0.8448487,102560
lncrna.ss::gencode::XX-CR54.1::ENSG00000229703.2,0.7412538,102655
lncrna.ss::mitranscriptome::G004213::G004213,0.7412538,102820
lncrna.ss::mitranscriptome::G030771::G030771,0.7412538,103436
lncrna.ss::mitranscriptome::G062457::G062457,0.770442,104262
lncrna.ss::mitranscriptome::G062459::G062459,0.770442,104263
lncrna.ss::mitranscriptome::G083905::G083905,0.8146675,104790
lncrna.ss::mitranscriptome::G086044::G086044,0.91277385,104838
mirna.prom::chr1:77515645-77515904_1::NA::NA,0.8448487,105441
mirna_mat::mirbase_mature::hsa-miR-1269b::MIMAT0019059,0.8448487,106051
mirna_mat::mirbase_mature::hsa-miR-4451::MIMAT0018973,0.7412538,107053
mirna_mat::mirbase_mature::hsa-miR-7156-3p::MIMAT0028223,0.8448487,108517
mirna_mat::mirbase_mature::hsa-miR-7156-5p::MIMAT0028222,0.8448487,108518
mirna_mat::mirbase_mature::hsa-miR-7843-3p::MIMAT0030412,0.7412538,108557
mirna_mat::mirbase_mature::hsa-miR-7843-5p::MIMAT0030411,0.7412538,108558
mirna_pre::mirbase_pre::hsa-mir-1269b::MI0016888,0.8448487,108794
mirna_pre::mirbase_pre::hsa-mir-4451::MI0016797,0.7412538,109489
mirna_pre::mirbase_pre::hsa-mir-7156::MI0023616,0.8448487,110427
mirna_pre::mirbase_pre::hsa-mir-7843::MI0025510,0.7412538,110455
smallrna.ncrna::gencode::RN7SKP143::ENSG00000222451.1,0.7976406,110668
smallrna.ncrna::gencode::RN7SKP190::ENSG00000251888.1,0.770442,110717
smallrna.ncrna::gencode::RN7SL550P::ENSG00000266152.1,0.8448487,111402
smallrna.ncrna::gencode::RNA5-8SP2::ENSG00000200434.1,0.7412538,111756
smallrna.ncrna::gencode::RNA5SP104::ENSG00000222921.1,0.79600835,111783
smallrna.ncrna::gencode::RNU6-832P::ENSG00000200189.1,0.8146675,113730
smallrna.ncrna::gencode::RNVU1-8::ENSG00000201142.1,0.770442,114137
smallrna.ncrna::gencode::SCARNA20::ENSG00000253060.1,0.8345238,114225
smallrna.ncrna::gencode::SNORD112::ENSG00000252078.1,0.770442,114656
smallrna.ncrna::gencode::SNORD74::ENSG00000200897.1,0.770442,114955
smallrna.ncrna::gencode::Y_RNA::ENSG00000207209.1,0.8146675,115657
smallrna.ncrna::gencode::Y_RNA::ENSG00000252134.1,0.8345238,115847
smallrna.ncrna::rfam::5S_rRNA::RF00001.4.2958,0.71183956,116460
smallrna.ncrna::rfam::SSU_rRNA_eukarya::RF01960.1.6868,0.7412538,117398
smallrna.ncrna::rfam::U1::RF00003.22.454,0.770442,117429
smallrna.ncrna::rfam::mir-652::RF00872.2.5720,0.770442,118299
smallrna.ncrna::rfam::mir-663::RF00957.1.6867,0.7412538,118305
smallrna.ncrna::rfam::mtDNA_ssA::RF01853.2.6998,0.770442,118415
smallrna.ncrna::rfam::uc_338::RF02271.3.1384,0.7565922,118808
smallrna.ncrna::trnascanse::His.GTG::id.trna.16,0.770442,119068
smallrna.ncrna::trnascanse::Pseudo.TTC::id.trna.17,0.770442,119300
